flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp,dep_date_time,arr_date_time,duracion_vuelo
VLG2506, 32A,2018-04-15,19:40,BILBAO,BIO,O,Salida prevista a las 19:40,10,19,Lluvia débil,,4,2018-04-15,21:00,SEVILLA,SVQ,1,Llegada prevista a las 21:00,8,19,Nubosidad variable,B,4,2018-04-15 18:49:39,2018-04-15 19:40:00,2018-04-15 21:00:00,80.0
AEA9419, ATR-72,2018-04-15,17:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:38,17,23,Abertura de claros,,,2018-04-15,18:00,TENERIFE NORTE,TFN,1,Llegada prevista a las 18:00,17,23,Despejado,1,3,2018-04-15 18:49:38,2018-04-15 17:30:00,2018-04-15 18:00:00,30.0
IBK5758, BOEING 737-800 WINGLETS,2018-04-15,15:20,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 15:47,14,22,Nubes altas,,,2018-04-15,17:50,TENERIFE NORTE,TFN,1,Llegada prevista a las 18:15,17,23,Despejado,1,4,2018-04-15 18:49:36,2018-04-15 15:20:00,2018-04-15 17:50:00,150.0
CNF765, ATR-72,2018-04-15,18:35,GRAN CANARIA,LPA,-,Salida prevista a las 18:25,17,23,Abertura de claros,,,2018-04-15,19:20,LANZAROTE,ACE,4,Llegada prevista a las 19:20,15,25,Despejado,4,,2018-04-15 18:49:35,2018-04-15 18:35:00,2018-04-15 19:20:00,45.0
CNF248, ATR-42/72,2018-04-15,17:10,EL HIERRO,VDE,1,El vuelo ha despegado a las 17:05,14,18,Nubes altas,,1,2018-04-15,17:50,TENERIFE NORTE,TFN,1,Llegada prevista a las 17:45,17,23,Despejado,1,2,2018-04-15 18:49:35,2018-04-15 17:10:00,2018-04-15 17:50:00,40.0
IBE8932, CANADAIR CRJ-200,2018-04-15,19:45,ALMERIA,LEI,1,Salida prevista a las 19:45,11,20,Despejado,,3,2018-04-15,20:45,SEVILLA,SVQ,1,Llegada prevista a las 20:45,8,19,Nubosidad variable,B,5,2018-04-15 18:49:34,2018-04-15 19:45:00,2018-04-15 20:45:00,60.0
IBB457, ATR-42/72,2018-04-15,16:50,LANZAROTE,ACE,2,El vuelo ha despegado a las 16:48,15,25,Despejado,,,2018-04-15,17:40,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 17:42,17,23,Despejado,1,3,2018-04-15 18:49:34,2018-04-15 16:50:00,2018-04-15 17:40:00,50.0
IBB474, ATR-72,2018-04-15,18:00,TENERIFE NORTE,TFN,1,Salida prevista a las 18:00,17,23,Despejado,,4,2018-04-15,18:50,LANZAROTE,ACE,4,Llegada prevista a las 18:50,15,25,Despejado,4,,2018-04-15 18:49:32,2018-04-15 18:00:00,2018-04-15 18:50:00,50.0
IBB169, ATR-72,2018-04-15,17:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:12,17,23,Abertura de claros,,,2018-04-15,17:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 17:43,17,23,Despejado,1,2,2018-04-15 18:49:32,2018-04-15 17:00:00,2018-04-15 17:30:00,30.0
IBB526, ATR-72,2018-04-15,18:00,GRAN CANARIA,LPA,-,Salida prevista a las 17:59,17,23,Abertura de claros,,,2018-04-15,18:45,LANZAROTE,ACE,4,Llegada prevista a las 18:45,15,25,Despejado,4,,2018-04-15 18:49:32,2018-04-15 18:00:00,2018-04-15 18:45:00,45.0
IBB617, ATR-72,2018-04-16,11:00,TENERIFE NORTE,TFN,1,Salida prevista a las 11:00,17,23,Despejado,,,2018-04-16,11:30,LA PALMA,SPC,-,Llegada prevista a las 11:30,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:32,2018-04-16 11:00:00,2018-04-16 11:30:00,30.0
IBS3948, AIRBUS A320,2018-04-15,19:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 19:40,7,17,Abertura de claros,,,2018-04-15,20:45,SEVILLA,SVQ,1,Llegada prevista a las 20:45,8,19,Nubosidad variable,A,1,2018-04-15 18:49:32,2018-04-15 19:35:00,2018-04-15 20:45:00,70.0
IBB609, ATR-72,2018-04-16,10:00,TENERIFE NORTE,TFN,1,Salida prevista a las 10:00,17,23,Despejado,,,2018-04-16,10:30,LA PALMA,SPC,-,Llegada prevista a las 10:30,17,23,Abertura de claros, - ,,2018-04-15 18:49:31,2018-04-16 10:00:00,2018-04-16 10:30:00,30.0
IBB634, ATR-42/72,2018-04-15,17:00,LA PALMA,SPC,N,El vuelo ha despegado a las 16:57,17,23,Abertura de claros,,6,2018-04-15,17:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 17:28,17,23,Despejado,1,3,2018-04-15 18:49:31,2018-04-15 17:00:00,2018-04-15 17:30:00,30.0
CNF418, ATR-72,2018-04-16,09:45,TENERIFE NORTE,TFN,1,Salida prevista a las 09:45,17,23,Despejado,,,2018-04-16,10:15,LA PALMA,SPC,-,Llegada prevista a las 10:15,17,23,Abertura de claros,LLNT,2,2018-04-15 18:49:30,2018-04-16 09:45:00,2018-04-16 10:15:00,30.0
IBB473, ATR-72,2018-04-15,16:40,LANZAROTE,ACE,2,El vuelo ha despegado a las 16:37,15,25,Despejado,,,2018-04-15,17:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 17:23,17,23,Despejado,1,2,2018-04-15 18:49:30,2018-04-15 16:40:00,2018-04-15 17:30:00,50.0
IBB524, BOMBARDIER CRJ-1000,2018-04-15,17:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:02,17,23,Abertura de claros,,,2018-04-15,17:40,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 17:35,15,25,Despejado,4,,2018-04-15 18:49:29,2018-04-15 17:00:00,2018-04-15 17:40:00,40.0
IBB611, ATR-72,2018-04-16,09:00,TENERIFE NORTE,TFN,1,Salida prevista a las 09:00,17,23,Despejado,,,2018-04-16,09:30,LA PALMA,SPC,-,Llegada prevista a las 09:30,17,23,Abertura de claros, - ,,2018-04-15 18:49:29,2018-04-16 09:00:00,2018-04-16 09:30:00,30.0
IBB234, BOMBARDIER CRJ-1000,2018-04-15,20:30,GRAN CANARIA,LPA,-,Salida prevista a las 20:30,17,23,Abertura de claros,,,2018-04-15,21:10,FUERTEVENTURA,FUE,1,Llegada prevista a las 21:10,16,24,Despejado,A,13,2018-04-15 18:49:29,2018-04-15 20:30:00,2018-04-15 21:10:00,40.0
IBB424, ATR-42/72,2018-04-15,20:00,TENERIFE NORTE,TFN,1,Salida prevista a las 20:00,17,23,Despejado,,4,2018-04-15,20:50,FUERTEVENTURA,FUE,1,Llegada prevista a las 20:50,16,24,Despejado,A,14,2018-04-15 18:49:28,2018-04-15 20:00:00,2018-04-15 20:50:00,50.0
AEA9461, ATR-72,2018-04-16,08:10,TENERIFE NORTE,TFN,1,Salida prevista a las 08:10,17,23,Despejado,,,2018-04-16,08:45,LA PALMA,SPC,-,Llegada prevista a las 08:45,17,23,Abertura de claros,LLNT,2,2018-04-15 18:49:28,2018-04-16 08:10:00,2018-04-16 08:45:00,35.0
IBB607, ATR-72,2018-04-16,08:00,TENERIFE NORTE,TFN,1,Salida prevista a las 08:00,17,23,Despejado,,,2018-04-16,08:30,LA PALMA,SPC,-,Llegada prevista a las 08:30,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:27,2018-04-16 08:00:00,2018-04-16 08:30:00,30.0
CNF412, ATR-72,2018-04-16,07:50,TENERIFE NORTE,TFN,1,Salida prevista a las 07:50,17,23,Despejado,,2,2018-04-16,08:20,LA PALMA,SPC,-,Llegada prevista a las 08:20,17,23,Abertura de claros,LLNT,2,2018-04-15 18:49:27,2018-04-16 07:50:00,2018-04-16 08:20:00,30.0
IBB428, ATR-42/72,2018-04-15,19:10,TENERIFE NORTE,TFN,1,Salida prevista a las 19:10,17,23,Despejado,,3,2018-04-15,20:00,FUERTEVENTURA,FUE,1,Llegada prevista a las 20:00,16,24,Despejado,A,13,2018-04-15 18:49:26,2018-04-15 19:10:00,2018-04-15 20:00:00,50.0
VLG2268, AIRBUS A320,2018-04-15,18:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 18:00,14,22,Nubes altas,,,2018-04-15,19:40,SEVILLA,SVQ,1,Llegada prevista a las 19:28,8,19,Nubosidad variable,B,2,2018-04-15 18:49:26,2018-04-15 18:00:00,2018-04-15 19:40:00,100.0
IBE0404, AIRBUS A320,2018-04-16,15:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 15:45,7,17,Abertura de claros,,,2018-04-16,17:00,JEREZ DE LA FRONTERA,XRY,-,Llegada prevista a las 17:00,10,18,Nubosidad variable,1A,2,2018-04-15 18:49:26,2018-04-16 15:45:00,2018-04-16 17:00:00,75.0
IBB668, ATR-72,2018-04-15,16:20,EL HIERRO,VDE,-,El vuelo ha despegado a las 16:13,14,18,Nubes altas,,2,2018-04-15,17:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:53,17,23,Despejado,1,3,2018-04-15 18:49:26,2018-04-15 16:20:00,2018-04-15 17:00:00,40.0
IBB309, ATR-72,2018-04-16,07:20,GRAN CANARIA,LPA,-,Salida prevista a las 07:20,17,23,Abertura de claros,,,2018-04-16,08:10,LA PALMA,SPC,-,Llegada prevista a las 08:10,17,23,Abertura de claros,LLNT,3,2018-04-15 18:49:25,2018-04-16 07:20:00,2018-04-16 08:10:00,50.0
VLG3288, 32A,2018-04-16,15:05,TENERIFE SUR,TFS,T,Salida prevista a las 15:05,17,23,Despejado,,,2018-04-16,18:30,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 18:30,6,21,Despejado, - ,,2018-04-15 18:49:24,2018-04-16 15:05:00,2018-04-16 18:30:00,205.0
IBB502, ATR-72,2018-04-15,16:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 16:36,17,23,Abertura de claros,,,2018-04-15,17:15,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 17:17,15,25,Despejado,4,,2018-04-15 18:49:24,2018-04-15 16:30:00,2018-04-15 17:15:00,45.0
AEA9164, BOEING 787-9,2018-04-15,15:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 15:06,7,17,Abertura de claros,,,2018-04-15,17:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 16:53,17,23,Abertura de claros,01,16,2018-04-15 18:49:24,2018-04-15 15:05:00,2018-04-15 17:00:00,115.0
RYR1283, BOEING 737-800 WINGLETS,2018-04-16,14:50,BARCELONA-EL PRAT,BCN,T2 B,Salida prevista a las 14:50,14,22,Nubes altas,,,2018-04-16,16:45,JEREZ DE LA FRONTERA,XRY,-,Llegada prevista a las 16:45,10,18,Nubosidad variable,1A,3,2018-04-15 18:49:24,2018-04-16 14:50:00,2018-04-16 16:45:00,115.0
IBS3940, 32A,2018-04-15,14:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 15:01,7,17,Abertura de claros,,,2018-04-15,17:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:50,17,23,Despejado,1,1,2018-04-15 18:49:24,2018-04-15 14:50:00,2018-04-15 17:00:00,130.0
IBB605, ATR-72,2018-04-16,07:30,TENERIFE NORTE,TFN,1,Salida prevista a las 07:30,17,23,Despejado,,,2018-04-16,08:00,LA PALMA,SPC,-,Llegada prevista a las 08:00,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:23,2018-04-16 07:30:00,2018-04-16 08:00:00,30.0
RYR5273, BOEING 737-800 WINGLETS,2018-04-15,17:40,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 17:41,11,21,Despejado,,,2018-04-15,19:20,SEVILLA,SVQ,1,Llegada prevista a las 19:06,8,19,Nubosidad variable,B,5,2018-04-15 18:49:23,2018-04-15 17:40:00,2018-04-15 19:20:00,100.0
AEA9450, ATR-72,2018-04-15,15:55,LANZAROTE,ACE,2,El vuelo ha despegado a las 16:04,15,25,Despejado,,,2018-04-15,16:40,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 17:00,17,23,Abertura de claros,01,13,2018-04-15 18:49:22,2018-04-15 15:55:00,2018-04-15 16:40:00,45.0
VLG1177, 32A,2018-04-15,15:40,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 15:56,17,23,Despejado,,19,2018-04-15,19:30,VALENCIA,VLC,1,Llegada prevista a las 19:35,11,26,Despejado,2,5,2018-04-15 18:49:22,2018-04-15 15:40:00,2018-04-15 19:30:00,230.0
IBB317, ATR-72,2018-04-15,20:05,GRAN CANARIA,LPA,-,Salida prevista a las 20:05,17,23,Abertura de claros,,,2018-04-15,20:55,LA PALMA,SPC,N,Llegada prevista a las 20:55,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:22,2018-04-15 20:05:00,2018-04-15 20:55:00,50.0
VLG2286, AIRBUS A320,2018-04-16,12:25,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 12:25,14,22,Nubes altas,,,2018-04-16,14:10,JEREZ DE LA FRONTERA,XRY,-,Llegada prevista a las 14:10,10,18,Nubosidad variable,1A,2,2018-04-15 18:49:22,2018-04-16 12:25:00,2018-04-16 14:10:00,105.0
IBE8642, BOMBARDIER CRJ-1000,2018-04-16,16:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 16:10,7,17,Abertura de claros,,,2018-04-16,17:15,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 17:15,6,21,Despejado, - ,,2018-04-15 18:49:22,2018-04-16 16:10:00,2018-04-16 17:15:00,65.0
AEA9048, AIRBUS A330-200,2018-04-15,15:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 15:17,7,17,Abertura de claros,,,2018-04-15,16:55,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 17:12,17,23,Despejado,1,5,2018-04-15 18:49:22,2018-04-15 15:00:00,2018-04-15 16:55:00,115.0
IBB223, ATR-42/72,2018-04-15,16:00,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 15:56,16,24,Despejado,,16,2018-04-15,16:40,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 16:39,17,23,Abertura de claros,01,11,2018-04-15 18:49:21,2018-04-15 16:00:00,2018-04-15 16:40:00,40.0
VLG3061, AIRBUS A320,2018-04-16,11:40,GRAN CANARIA,LPA,-,Salida prevista a las 11:40,17,23,Abertura de claros,,,2018-04-16,15:00,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 15:00,6,21,Despejado, - ,,2018-04-15 18:49:21,2018-04-16 11:40:00,2018-04-16 15:00:00,200.0
IBB627, ATR-72,2018-04-15,20:10,TENERIFE NORTE,TFN,1,Salida prevista a las 20:10,17,23,Despejado,,,2018-04-15,20:35,LA PALMA,SPC,N,Llegada prevista a las 20:35,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:21,2018-04-15 20:10:00,2018-04-15 20:35:00,25.0
AEA9466, ATR-72,2018-04-15,16:15,LA PALMA,SPC,N,El vuelo ha despegado a las 16:09,17,23,Abertura de claros,,4,2018-04-15,16:50,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:44,17,23,Despejado,1,2,2018-04-15 18:49:21,2018-04-15 16:15:00,2018-04-15 16:50:00,35.0
IBE2222, ATR-72,2018-04-15,19:10,GRAN CANARIA,LPA,-,Salida prevista a las 19:10,17,23,Abertura de claros,,,2018-04-15,19:40,FUERTEVENTURA,FUE,1,Llegada prevista a las 19:40,16,24,Despejado,A,14,2018-04-15 18:49:20,2018-04-15 19:10:00,2018-04-15 19:40:00,30.0
IBE0410, AIRBUS A319,2018-04-16,11:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 11:40,7,17,Abertura de claros,,,2018-04-16,12:55,JEREZ DE LA FRONTERA,XRY,-,Llegada prevista a las 12:55,10,18,Nubosidad variable,1A,2,2018-04-15 18:49:20,2018-04-16 11:40:00,2018-04-16 12:55:00,75.0
IBE8646, BOMBARDIER CRJ-1000,2018-04-16,12:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 12:20,7,17,Abertura de claros,,,2018-04-16,13:25,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 13:25,6,21,Despejado, - ,,2018-04-15 18:49:20,2018-04-16 12:20:00,2018-04-16 13:25:00,65.0
VLG3974, AIRBUS A320,2018-04-15,19:25,BILBAO,BIO,O,Salida prevista a las 19:25,10,19,Lluvia débil,,1,2018-04-15,20:55,IBIZA,IBZ,1,Llegada prevista a las 20:55,12,20,Despejado,02,2,2018-04-15 18:49:20,2018-04-15 19:25:00,2018-04-15 20:55:00,90.0
IBE8271, ATR-72,2018-04-15,17:50,MELILLA,MLN,T,El vuelo ha despegado a las 17:54,14,19,Despejado,,2,2018-04-15,18:40,MALAGA-COSTA DEL SOL,AGP,T,El vuelo ha aterrizado a las 18:36,14,23,Despejado,T3,31,2018-04-15 18:49:20,2018-04-15 17:50:00,2018-04-15 18:40:00,50.0
AEA4027, ATR-72,2018-04-15,16:50,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 16:47,12,25,Nubes altas,,,2018-04-15,18:00,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 17:52,11,21,Despejado,NT,10,2018-04-15 18:49:20,2018-04-15 16:50:00,2018-04-15 18:00:00,70.0
IBB471, ATR-42/72,2018-04-15,15:40,LANZAROTE,ACE,2,El vuelo ha despegado a las 15:38,15,25,Despejado,,,2018-04-15,16:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:29,17,23,Despejado,1,2,2018-04-15 18:49:20,2018-04-15 15:40:00,2018-04-15 16:30:00,50.0
VLG3714, AIRBUS A320,2018-04-16,09:40,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 09:40,14,22,Nubes altas,,,2018-04-16,10:35,MENORCA,MAH,1,Llegada prevista a las 10:35,12,20,Despejado,1,4,2018-04-15 18:49:20,2018-04-16 09:40:00,2018-04-16 10:35:00,55.0
IBS3876, 32A,2018-04-16,07:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 07:25,7,17,Abertura de claros,,,2018-04-16,08:40,SANTIAGO,SCQ,T,Llegada prevista a las 08:40,10,15,Lluvia débil,B,2,2018-04-15 18:49:20,2018-04-16 07:25:00,2018-04-16 08:40:00,75.0
AEA6027, BOEING 737-800 WINGLETS,2018-04-15,19:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Salida prevista a las 19:40,7,17,Abertura de claros,,,2018-04-15,20:55,IBIZA,IBZ,1,Llegada prevista a las 20:55,12,20,Despejado,02,3,2018-04-15 18:49:19,2018-04-15 19:45:00,2018-04-15 20:55:00,70.0
RYR2053, BOEING 737-800 WINGLETS,2018-04-15,16:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha despegado a las 16:45,7,17,Abertura de claros,,,2018-04-15,18:00,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 18:01,11,21,Despejado,NT,18,2018-04-15 18:49:19,2018-04-15 16:25:00,2018-04-15 18:00:00,95.0
IBB228, ATR-72,2018-04-15,19:10,GRAN CANARIA,LPA,-,Salida prevista a las 19:10,17,23,Abertura de claros,,,2018-04-15,19:40,FUERTEVENTURA,FUE,1,Llegada prevista a las 19:40,16,24,Despejado,A,14,2018-04-15 18:49:19,2018-04-15 19:10:00,2018-04-15 19:40:00,30.0
IBB632, ATR-42/72,2018-04-15,16:00,LA PALMA,SPC,N,El vuelo ha despegado a las 15:57,17,23,Abertura de claros,,5,2018-04-15,16:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:32,17,23,Despejado,1,2,2018-04-15 18:49:19,2018-04-15 16:00:00,2018-04-15 16:30:00,30.0
RYR2208, BOEING 737-800 WINGLETS,2018-04-15,18:00,SEVILLA,SVQ,1,El vuelo ha despegado a las 17:58,8,19,Nubosidad variable,,11,2018-04-15,19:15,VALENCIA,VLC,1,Llegada prevista a las 18:55,11,26,Despejado,3,6,2018-04-15 18:49:19,2018-04-15 18:00:00,2018-04-15 19:15:00,75.0
AEA9467, ATR-72,2018-04-15,19:45,TENERIFE NORTE,TFN,1,Salida prevista a las 19:45,17,23,Despejado,,2,2018-04-15,20:20,LA PALMA,SPC,N,Llegada prevista a las 20:20,17,23,Abertura de claros,LLNT,2,2018-04-15 18:49:19,2018-04-15 19:45:00,2018-04-15 20:20:00,35.0
RYR6332, BOEING 737-800 WINGLETS,2018-04-16,06:30,BARCELONA-EL PRAT,BCN,T2 B,Salida prevista a las 06:30,14,22,Nubes altas,,,2018-04-16,08:25,SANTIAGO,SCQ,T,Llegada prevista a las 08:25,10,15,Lluvia débil,B,3,2018-04-15 18:49:19,2018-04-16 06:30:00,2018-04-16 08:25:00,115.0
CNF549, ATR-72,2018-04-15,16:15,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 16:15,17,23,Despejado,,1,2018-04-15,17:05,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 17:05,15,25,Despejado,4,,2018-04-15 18:49:19,2018-04-15 16:15:00,2018-04-15 17:05:00,50.0
VLG3933, AIRBUS A320,2018-04-16,11:10,PALMA DE MALLORCA,PMI,-,Salida prevista a las 11:10,11,21,Despejado,,,2018-04-16,12:35,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 12:35,6,21,Despejado, - ,,2018-04-15 18:49:18,2018-04-16 11:10:00,2018-04-16 12:35:00,85.0
VLG3908, AIRBUS A320,2018-04-15,17:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 17:01,14,22,Nubes altas,,,2018-04-15,17:55,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 17:50,11,21,Despejado,NT,13,2018-04-15 18:49:18,2018-04-15 17:00:00,2018-04-15 17:55:00,55.0
IBB643, ATR-42/72,2018-04-15,19:30,TENERIFE NORTE,TFN,1,Salida prevista a las 19:30,17,23,Despejado,,,2018-04-15,20:00,LA PALMA,SPC,N,Llegada prevista a las 20:00,17,23,Abertura de claros,LLNT,4,2018-04-15 18:49:17,2018-04-15 19:30:00,2018-04-15 20:00:00,30.0
RYR7222, BOEING 737-800 WINGLETS,2018-04-16,06:25,VALENCIA,VLC,1,Salida prevista a las 06:25,11,26,Despejado,,,2018-04-16,08:05,SANTIAGO,SCQ,T,Llegada prevista a las 08:05,10,15,Lluvia débil,B,3,2018-04-15 18:49:17,2018-04-16 06:25:00,2018-04-16 08:05:00,100.0
IBB167, ATR-72,2018-04-15,16:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 15:59,17,23,Abertura de claros,,,2018-04-15,16:30,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:26,17,23,Despejado,1,1,2018-04-15 18:49:17,2018-04-15 16:00:00,2018-04-15 16:30:00,30.0
CNF467, ATR-72,2018-04-15,19:20,TENERIFE NORTE,TFN,1,Salida prevista a las 19:20,17,23,Despejado,,,2018-04-15,19:45,LA PALMA,SPC,N,Llegada prevista a las 19:45,17,23,Abertura de claros,LLNT,2,2018-04-15 18:49:17,2018-04-15 19:20:00,2018-04-15 19:45:00,25.0
VOE3583, BOEING 717,2018-04-16,13:30,VALENCIA,VLC,1,Salida prevista a las 13:30,11,26,Despejado,,,2018-04-16,14:55,ASTURIAS,OVD,-,Llegada prevista a las 14:55,12,15,Lluvia, - ,,2018-04-15 18:49:16,2018-04-16 13:30:00,2018-04-16 14:55:00,85.0
AEA5201, EMBRAER ERJ-195,2018-04-16,10:40,PALMA DE MALLORCA,PMI,-,Salida prevista a las 10:40,11,21,Despejado,,,2018-04-16,12:05,GRANADA-JAÉN F.G.L.,GRX,-,Llegada prevista a las 12:05,6,21,Despejado, - ,,2018-04-15 18:49:15,2018-04-16 10:40:00,2018-04-16 12:05:00,85.0
IBB312, BOMBARDIER CRJ-1000,2018-04-15,15:45,LA PALMA,SPC,N,El vuelo ha despegado a las 15:44,17,23,Abertura de claros,,6,2018-04-15,16:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 16:27,17,23,Abertura de claros,01,13,2018-04-15 18:49:15,2018-04-15 15:45:00,2018-04-15 16:30:00,45.0
VLG1579, AIRBUS A320,2018-04-16,12:50,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 12:50,14,22,Nubes altas,,,2018-04-16,14:25,ASTURIAS,OVD,-,Llegada prevista a las 14:25,12,15,Lluvia, - ,,2018-04-15 18:49:15,2018-04-16 12:50:00,2018-04-16 14:25:00,95.0
IBB166, ATR-42/72,2018-04-15,16:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 15:58,17,23,Despejado,,4,2018-04-15,16:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 16:46,17,23,Abertura de claros,01,12,2018-04-15 18:49:14,2018-04-15 16:00:00,2018-04-15 16:30:00,30.0
AEA1710, ATR-72,2018-04-15,18:55,PALMA DE MALLORCA,PMI,N,Salida prevista a las 18:59,11,21,Despejado,,,2018-04-15,19:35,IBIZA,IBZ,1,Llegada prevista a las 19:35,12,20,Despejado,02,2,2018-04-15 18:49:14,2018-04-15 18:55:00,2018-04-15 19:35:00,40.0
VLG1590, AIRBUS A320,2018-04-16,16:00,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 16:00,14,22,Nubes altas,,,2018-04-16,17:20,SANTANDER-SEVE BALLESTEROS,SDR,N,Llegada prevista a las 17:20,12,16,Chubascos dispersos,01,1,2018-04-15 18:49:14,2018-04-16 16:00:00,2018-04-16 17:20:00,80.0
VLG3712, AIRBUS A320,2018-04-16,07:20,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 07:20,14,22,Nubes altas,,,2018-04-16,08:15,MENORCA,MAH,1,Llegada prevista a las 08:15,12,20,Despejado,1,6,2018-04-15 18:49:14,2018-04-16 07:20:00,2018-04-16 08:15:00,55.0
AEA9405, ATR-72,2018-04-15,15:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 15:36,17,23,Abertura de claros,,,2018-04-15,16:00,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 16:06,17,23,Despejado,1,3,2018-04-15 18:49:13,2018-04-15 15:30:00,2018-04-15 16:00:00,30.0
AEA4011, ATR-72,2018-04-15,17:55,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 17:55,11,21,Despejado,,,2018-04-15,18:55,VALENCIA,VLC,1,Llegada prevista a las 18:50,11,26,Despejado,1,1,2018-04-15 18:49:13,2018-04-15 17:55:00,2018-04-15 18:55:00,60.0
VLG1629, AIRBUS A320,2018-04-16,11:30,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 11:30,14,23,Despejado,,,2018-04-16,13:05,ASTURIAS,OVD,-,Llegada prevista a las 13:05,12,15,Lluvia, - ,,2018-04-15 18:49:13,2018-04-16 11:30:00,2018-04-16 13:05:00,95.0
IBE8354, CANADAIR CRJ-200,2018-04-16,07:00,BILBAO,BIO,O,Salida prevista a las 07:00,10,19,Lluvia débil,,,2018-04-16,08:00,SANTIAGO,SCQ,T,Llegada prevista a las 08:00,10,15,Lluvia débil,B,1,2018-04-15 18:49:13,2018-04-16 07:00:00,2018-04-16 08:00:00,60.0
