flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp,dep_date_time,arr_date_time,duracion_vuelo
VLG1299, AIRBUS A320,2018-04-15,16:15,SEVILLA,SVQ,1,Salida prevista a las 16:15,8,19,Nubes altas,,4,2018-04-15,17:40,A CORUÑA,LCG,-,Llegada prevista a las 17:40,11,15,Lluvia,S1,2,2018-04-15 11:31:07,2018-04-15 16:15:00,2018-04-15 17:40:00,85.0
VLG3903, 32B,2018-04-15,08:35,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 08:40,11,21,Nubes altas,,,2018-04-15,09:35,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 09:29,14,22,Despejado,T1_G,8,2018-04-15 11:31:07,2018-04-15 08:35:00,2018-04-15 09:35:00,60.0
IBB203, ATR-42/72,2018-04-15,08:05,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 08:05,16,24,Nubes altas,,16,2018-04-15,08:45,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:40,17,23,Cubierto de nubes altas y medias,01,12,2018-04-15 11:31:06,2018-04-15 08:05:00,2018-04-15 08:45:00,40.0
IBE0524, AIRBUS A319,2018-04-15,15:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 15:35,7,17,Nubes altas,,,2018-04-15,17:00,A CORUÑA,LCG,-,Llegada prevista a las 17:00,11,15,Lluvia,S1,2,2018-04-15 11:31:06,2018-04-15 15:35:00,2018-04-15 17:00:00,85.0
AEA7235, EMBRAER ERJ-195,2018-04-15,14:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Salida prevista a las 14:15,7,17,Nubes altas,,,2018-04-15,15:30,A CORUÑA,LCG,-,Llegada prevista a las 15:30,11,15,Lluvia,S1,1,2018-04-15 11:31:05,2018-04-15 14:15:00,2018-04-15 15:30:00,75.0
RYR8137, BOEING 737-800 WINGLETS,2018-04-15,08:25,IBIZA,IBZ,1,El vuelo ha despegado a las 08:39,12,20,Nubes altas,,12,2018-04-15,09:30,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha aterrizado a las 09:27,14,22,Despejado,B,21,2018-04-15 11:31:05,2018-04-15 08:25:00,2018-04-15 09:30:00,65.0
VLG3133, 32A,2018-04-15,06:45,A CORUÑA,LCG,-,El vuelo ha despegado a las 06:45,11,15,Lluvia,,4,2018-04-15,08:35,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:33,17,23,Cubierto de nubes altas y medias,01,15,2018-04-15 11:31:05,2018-04-15 06:45:00,2018-04-15 08:35:00,110.0
IBB102, BOMBARDIER CRJ-1000,2018-04-15,08:00,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 08:02,17,23,Despejado,,2,2018-04-15,08:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 08:35,17,23,Cubierto de nubes altas y medias,01,11,2018-04-15 11:31:04,2018-04-15 08:00:00,2018-04-15 08:30:00,30.0
IBB152, ATR-72,2018-04-15,11:10,TENERIFE SUR,TFS,T,Salida prevista a las 11:18,17,23,Despejado,,26,2018-04-15,11:45,GRAN CANARIA,LPA,-,Llegada prevista a las 11:45,17,23,Cubierto de nubes altas y medias,01,13,2018-04-15 11:31:04,2018-04-15 11:10:00,2018-04-15 11:45:00,35.0
VLG3132, AIRBUS A320,2018-04-15,09:15,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:17,17,23,Cubierto de nubes altas y medias,,,2018-04-15,13:00,A CORUÑA,LCG,-,Llegada prevista a las 12:35,11,15,Lluvia,S1,2,2018-04-15 11:31:04,2018-04-15 09:15:00,2018-04-15 13:00:00,225.0
IBE8262, ATR-72,2018-04-15,09:20,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 09:27,14,23,Despejado,,,2018-04-15,10:10,MELILLA,MLN,T,El vuelo ha aterrizado a las 10:12,14,19,Despejado,SLL,1,2018-04-15 11:31:03,2018-04-15 09:20:00,2018-04-15 10:10:00,50.0
VLG1584, AIRBUS A320,2018-04-15,18:40,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 18:40,14,22,Despejado,,,2018-04-15,20:05,VALLADOLID,VLL,1,Llegada prevista a las 20:05,6,16,Chubascos dispersos,01,1,2018-04-15 11:31:03,2018-04-15 18:40:00,2018-04-15 20:05:00,85.0
LZF441, ATR 42-300/320,2018-04-15,11:00,BILBAO,BIO,O,El vuelo ha despegado a las 10:50,10,19,Nubosidad variable,,10,2018-04-15,12:15,A CORUÑA,LCG,-,Llegada prevista a las 12:10,11,15,Lluvia,S1,2,2018-04-15 11:31:03,2018-04-15 11:00:00,2018-04-15 12:15:00,75.0
AEA7233, EMBRAER ERJ-195,2018-04-15,10:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 10:09,7,17,Nubes altas,,,2018-04-15,11:25,A CORUÑA,LCG,-,El vuelo ha aterrizado a las 11:15,11,15,Lluvia,S1,1,2018-04-15 11:31:03,2018-04-15 10:10:00,2018-04-15 11:25:00,75.0
RYR6320, BOEING 737-800 WINGLETS,2018-04-15,15:20,BARCELONA-EL PRAT,BCN,T2 B,Salida prevista a las 15:20,14,22,Despejado,,,2018-04-15,16:50,VALLADOLID,VLL,1,Llegada prevista a las 16:50,6,16,Chubascos dispersos,01,2,2018-04-15 11:31:03,2018-04-15 15:20:00,2018-04-15 16:50:00,90.0
IBB620, ATR-42/72,2018-04-15,13:00,LA PALMA,SPC,N,Salida prevista a las 13:00,17,23,Cubierto de nubes altas y medias,,5,2018-04-15,13:30,TENERIFE NORTE,TFN,1,Llegada prevista a las 13:30,17,23,Despejado,1,2,2018-04-15 11:31:03,2018-04-15 13:00:00,2018-04-15 13:30:00,30.0
IBE0410, AIRBUS A320,2018-04-15,11:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 11:40,7,17,Nubes altas,,,2018-04-15,12:55,JEREZ DE LA FRONTERA,XRY,T,Llegada prevista a las 12:55,10,18,Nubes altas,1A,2,2018-04-15 11:31:02,2018-04-15 11:40:00,2018-04-15 12:55:00,75.0
AEA5002, ATR-72,2018-04-16,10:35,MELILLA,MLN,-,Salida prevista a las 10:35,14,19,Despejado,,,2018-04-16,11:25,MALAGA-COSTA DEL SOL,AGP,T,Llegada prevista a las 11:25,14,23,Despejado,T3,31,2018-04-15 11:31:02,2018-04-16 10:35:00,2018-04-16 11:25:00,50.0
IBE8789, ATR-72,2018-04-16,08:25,MELILLA,MLN,-,Salida prevista a las 08:25,14,19,Despejado,,,2018-04-16,10:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 10:10,7,17,Nubes altas, - ,,2018-04-15 11:31:01,2018-04-16 08:25:00,2018-04-16 10:10:00,105.0
VLG3714, AIRBUS A320,2018-04-15,09:40,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:35,14,22,Despejado,,,2018-04-15,10:35,MENORCA,MAH,1,El vuelo ha aterrizado a las 10:30,12,20,Abertura de claros,1,4,2018-04-15 11:30:59,2018-04-15 09:40:00,2018-04-15 10:35:00,55.0
IBE8598, CANADAIR CRJ-900,2018-04-15,12:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 12:05,7,17,Nubes altas,,,2018-04-15,13:15,ALMERIA,LEI,1,Llegada prevista a las 13:15,11,20,Despejado,1,1,2018-04-15 11:30:59,2018-04-15 12:05:00,2018-04-15 13:15:00,70.0
VLG1670, 32A,2018-04-15,07:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 07:50,14,22,Despejado,,,2018-04-15,09:35,SANTIAGO,SCQ,T,El vuelo ha aterrizado a las 09:31,10,15,Lluvia,B,2,2018-04-15 11:30:58,2018-04-15 07:45:00,2018-04-15 09:35:00,110.0
VLG3719, AIRBUS A321,2018-04-15,22:35,MENORCA,MAH,1,Salida prevista a las 22:35,12,20,Abertura de claros,,6,2018-04-15,23:25,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 23:25,14,22,Despejado,T1_G,4,2018-04-15 11:30:58,2018-04-15 22:35:00,2018-04-15 23:25:00,50.0
VLG3508, 32A,2018-04-15,09:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:28,14,22,Despejado,,,2018-04-15,10:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 10:17,12,20,Nubes altas,02,4,2018-04-15 11:30:58,2018-04-15 09:25:00,2018-04-15 10:25:00,60.0
AEA7308, EMBRAER ERJ-195,2018-04-15,07:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 08:16,7,17,Nubes altas,,,2018-04-15,08:10,VIGO,VGO,1,El vuelo ha aterrizado a las 09:28,11,15,Lluvia,S1,2,2018-04-15 11:30:56,2018-04-15 07:00:00,2018-04-15 08:10:00,70.0
AEA7317, EMBRAER ERJ-195,2018-04-15,16:30,VIGO,VGO,1,Salida prevista a las 16:30,11,15,Lluvia,,5,2018-04-15,17:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 17:40,7,17,Nubes altas,06,8,2018-04-15 11:30:54,2018-04-15 16:30:00,2018-04-15 17:40:00,70.0
VLG2486, AIRBUS A319,2018-04-16,06:45,BARCELONA-EL PRAT,BCN,-,Salida prevista a las 06:45,14,22,Despejado,,,2018-04-16,07:55,SAN SEBASTIAN,EAS,-,Llegada prevista a las 07:55,12,18,Nubes altas, - ,,2018-04-15 11:30:52,2018-04-16 06:45:00,2018-04-16 07:55:00,70.0
IBE8649, BOMBARDIER CRJ-1000,2018-04-15,17:50,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 17:50,6,21,Nubes altas,,2,2018-04-15,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:45,7,17,Nubes altas,10,19,2018-04-15 11:30:51,2018-04-15 17:50:00,2018-04-15 18:45:00,55.0
IBE0478, AIRBUS A321,2018-04-16,07:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 07:35,7,17,Nubes altas,,,2018-04-16,08:40,ASTURIAS,OVD,-,Llegada prevista a las 08:40,12,15,Cubierto de nubes altas y medias, - ,,2018-04-15 11:30:51,2018-04-16 07:35:00,2018-04-16 08:40:00,65.0
IBS3949, 32A,2018-04-15,13:05,SEVILLA,SVQ,1,Salida prevista a las 13:05,8,19,Nubes altas,,,2018-04-15,14:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 13:58,7,17,Nubes altas,10,16,2018-04-15 11:30:50,2018-04-15 13:05:00,2018-04-15 14:15:00,70.0
VLG1573, AIRBUS A320,2018-04-16,06:55,BARCELONA-EL PRAT,BCN,-,Salida prevista a las 06:55,14,22,Despejado,,,2018-04-16,08:30,ASTURIAS,OVD,-,Llegada prevista a las 08:30,12,15,Cubierto de nubes altas y medias, - ,,2018-04-15 11:30:50,2018-04-16 06:55:00,2018-04-16 08:30:00,95.0
AEA9464, ATR-72,2018-04-15,12:25,LA PALMA,SPC,N,Salida prevista a las 12:25,17,23,Cubierto de nubes altas y medias,,9,2018-04-15,13:00,TENERIFE NORTE,TFN,1,Llegada prevista a las 13:00,17,23,Despejado,1,2,2018-04-15 11:30:49,2018-04-15 12:25:00,2018-04-15 13:00:00,35.0
AEA9416, ATR-72,2018-04-15,10:10,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 10:06,17,23,Despejado,,,2018-04-15,10:40,GRAN CANARIA,LPA,-,Llegada prevista a las 10:37,17,23,Cubierto de nubes altas y medias,01,13,2018-04-15 11:30:48,2018-04-15 10:10:00,2018-04-15 10:40:00,30.0
VLG1292, 32A,2018-04-15,09:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:18,14,22,Despejado,,,2018-04-15,11:10,A CORUÑA,LCG,-,El vuelo ha aterrizado a las 10:57,11,15,Lluvia,S1,2,2018-04-15 11:30:47,2018-04-15 09:25:00,2018-04-15 11:10:00,105.0
EVE1127, 32A,2018-04-15,15:05,SEVILLA,SVQ,1,Salida prevista a las 15:05,8,19,Nubes altas,,4,2018-04-15,16:15,VALLADOLID,VLL,1,Llegada prevista a las 16:15,6,16,Chubascos dispersos,01,1,2018-04-15 11:30:45,2018-04-15 15:05:00,2018-04-15 16:15:00,70.0
AEA7238, EMBRAER ERJ-195,2018-04-15,20:45,A CORUÑA,LCG,-,Salida prevista a las 20:45,11,15,Lluvia,,3,2018-04-15,21:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 21:55,7,17,Nubes altas,06,13,2018-04-15 11:30:44,2018-04-15 20:45:00,2018-04-15 21:55:00,70.0
IBS9528, AIRBUS A320,2018-04-15,12:20,PALMA DE MALLORCA,PMI,N,Salida prevista a las 12:18,11,21,Nubes altas,,,2018-04-15,13:55,VALLADOLID,VLL,1,Llegada prevista a las 13:55,6,16,Chubascos dispersos,01,1,2018-04-15 11:30:44,2018-04-15 12:20:00,2018-04-15 13:55:00,95.0
VLG1592, AIRBUS A320,2018-04-16,07:20,BARCELONA-EL PRAT,BCN,-,Salida prevista a las 07:20,14,22,Despejado,,,2018-04-16,08:40,SANTANDER-SEVE BALLESTEROS,SDR,-,Llegada prevista a las 08:40,12,16,Chubascos dispersos, - ,,2018-04-15 11:30:44,2018-04-16 07:20:00,2018-04-16 08:40:00,80.0
IBE0930S, AIRBUS A321,2018-04-15,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:30,7,17,Nubes altas,,,2018-04-15,10:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:38,14,22,Despejado,T1_P,0,2018-04-15 11:30:43,2018-04-15 09:30:00,2018-04-15 10:45:00,75.0
EVE7151, AIRBUS A320,2018-04-16,11:00,VALLADOLID,VLL,-,Salida prevista a las 11:00,6,16,Chubascos dispersos,,,2018-04-16,12:40,LANZAROTE,ACE,-,Llegada prevista a las 12:40,15,25,Nubes altas, - ,,2018-04-15 11:30:42,2018-04-16 11:00:00,2018-04-16 12:40:00,100.0
AAL8733, AIRBUS A321,2018-04-15,09:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:30,7,17,Nubes altas,,,2018-04-15,10:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 10:38,14,22,Despejado,T1_G,15,2018-04-15 11:30:42,2018-04-15 09:30:00,2018-04-15 10:45:00,75.0
IBE8261, ATR-72,2018-04-16,08:00,MELILLA,MLN,-,Salida prevista a las 08:00,14,19,Despejado,,,2018-04-16,08:50,MALAGA-COSTA DEL SOL,AGP,T,Llegada prevista a las 08:50,14,23,Despejado,T3,31,2018-04-15 11:30:41,2018-04-16 08:00:00,2018-04-16 08:50:00,50.0
VLG1251, AIRBUS A320,2018-04-15,10:20,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 10:24,14,22,Despejado,,,2018-04-15,11:50,ALMERIA,LEI,1,Llegada prevista a las 11:30,11,20,Despejado,1,3,2018-04-15 11:30:41,2018-04-15 10:20:00,2018-04-15 11:50:00,90.0
IBE8356, CANADAIR CRJ-200,2018-04-15,08:30,BILBAO,BIO,O,El vuelo ha despegado a las 08:34,10,19,Nubosidad variable,,12,2018-04-15,09:30,SANTIAGO,SCQ,T,El vuelo ha aterrizado a las 09:36,10,15,Lluvia,B,1,2018-04-15 11:30:40,2018-04-15 08:30:00,2018-04-15 09:30:00,60.0
IBE8737, ATR-72,2018-04-15,20:55,MENORCA,MAH,1,Salida prevista a las 20:55,12,20,Abertura de claros,,,2018-04-15,22:15,VALENCIA,VLC,1,Llegada prevista a las 22:15,11,26,Despejado,1,2,2018-04-15 11:30:40,2018-04-15 20:55:00,2018-04-15 22:15:00,80.0
AEA2887, BOEING 737-800 WINGLETS,2018-04-15,09:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 09:04,14,22,Despejado,,,2018-04-15,10:20,ALMERIA,LEI,1,El vuelo ha aterrizado a las 10:14,11,20,Despejado,1,2,2018-04-15 11:30:40,2018-04-15 09:00:00,2018-04-15 10:20:00,80.0
VLG3981, AIRBUS A320,2018-04-15,21:45,SANTIAGO,SCQ,T,Salida prevista a las 21:45,10,15,Lluvia,,6,2018-04-15,23:35,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 23:35,11,21,Nubes altas,NT,12,2018-04-15 11:30:39,2018-04-15 21:45:00,2018-04-15 23:35:00,110.0
IBE8594, BOMBARDIER CRJ-1000,2018-04-15,09:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 09:00,7,17,Nubes altas,,,2018-04-15,10:10,ALMERIA,LEI,1,El vuelo ha aterrizado a las 10:05,11,20,Despejado,1,1,2018-04-15 11:30:39,2018-04-15 09:00:00,2018-04-15 10:10:00,70.0
RYR2002, BOEING 737-800 WINGLETS,2018-04-15,21:15,SANTIAGO,SCQ,T,Salida prevista a las 21:20,10,15,Lluvia,,14,2018-04-15,23:00,LANZAROTE,ACE,1,Llegada prevista a las 23:00,15,25,Nubes altas,1,5,2018-04-15 11:30:38,2018-04-15 21:15:00,2018-04-15 23:00:00,105.0
IBE0552, AIRBUS A320,2018-04-16,07:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 07:30,7,17,Nubes altas,,,2018-04-16,08:30,SANTANDER-SEVE BALLESTEROS,SDR,-,Llegada prevista a las 08:30,12,16,Chubascos dispersos, - ,,2018-04-15 11:30:38,2018-04-16 07:30:00,2018-04-16 08:30:00,60.0
VLG3801, 32A,2018-04-15,09:55,MENORCA,MAH,1,El vuelo ha despegado a las 09:47,12,20,Abertura de claros,,6,2018-04-15,11:25,BILBAO,BIO,O,El vuelo ha aterrizado a las 11:17,10,19,Nubosidad variable,N,3,2018-04-15 11:30:38,2018-04-15 09:55:00,2018-04-15 11:25:00,90.0
IBE8878, CANADAIR CRJ-900,2018-04-15,21:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 21:30,7,17,Nubes altas,,,2018-04-15,22:40,SANTANDER-SEVE BALLESTEROS,SDR,N,Llegada prevista a las 22:40,12,16,Chubascos dispersos,01,2,2018-04-15 11:30:37,2018-04-15 21:30:00,2018-04-15 22:40:00,70.0
IBE8595, BOMBARDIER CRJ-1000,2018-04-16,10:40,ALMERIA,LEI,1,Salida prevista a las 10:40,11,20,Despejado,,3,2018-04-16,11:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:50,7,17,Nubes altas, - ,,2018-04-15 11:30:37,2018-04-16 10:40:00,2018-04-16 11:50:00,70.0
IBE8589, CANADAIR CRJ-200,2018-04-16,10:05,ALMERIA,LEI,1,Salida prevista a las 10:05,11,20,Despejado,,2,2018-04-16,11:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:15,7,17,Nubes altas, - ,,2018-04-15 11:30:36,2018-04-16 10:05:00,2018-04-16 11:15:00,70.0
LAV5464, BOEING 737-400,2018-04-15,14:00,VIGO,VGO,1,Salida prevista a las 14:00,11,15,Lluvia,,7,2018-04-15,15:50,TENERIFE NORTE,TFN,1,Llegada prevista a las 15:50,17,23,Despejado,1,4,2018-04-15 11:30:35,2018-04-15 14:00:00,2018-04-15 15:50:00,110.0
CNF721, ATR-72,2018-04-15,10:25,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 10:18,17,23,Cubierto de nubes altas y medias,,,2018-04-15,11:10,LANZAROTE,ACE,4,Llegada prevista a las 11:10,15,25,Nubes altas,4,,2018-04-15 11:30:35,2018-04-15 10:25:00,2018-04-15 11:10:00,45.0
IBE8326, ATR-72,2018-04-15,19:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 19:35,7,17,Nubes altas,,,2018-04-15,20:50,SAN SEBASTIAN,EAS,1,Llegada prevista a las 20:50,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:33,2018-04-15 19:35:00,2018-04-15 20:50:00,75.0
IBE8324, ATR-72,2018-04-15,20:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 20:05,7,17,Nubes altas,,,2018-04-15,21:20,SAN SEBASTIAN,EAS,1,Llegada prevista a las 21:20,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:33,2018-04-15 20:05:00,2018-04-15 21:20:00,75.0
IBE8603, BOMBARDIER CRJ-1000,2018-04-16,07:15,ALMERIA,LEI,1,Salida prevista a las 07:15,11,20,Despejado,,3,2018-04-16,08:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 08:25,7,17,Nubes altas, - ,,2018-04-15 11:30:33,2018-04-16 07:15:00,2018-04-16 08:25:00,70.0
VLG2488, AIRBUS A319,2018-04-15,16:40,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 16:40,14,22,Despejado,,,2018-04-15,17:50,SAN SEBASTIAN,EAS,1,Llegada prevista a las 17:50,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:32,2018-04-15 16:40:00,2018-04-15 17:50:00,70.0
IBE8932, CANADAIR CRJ-200,2018-04-15,19:45,ALMERIA,LEI,1,Salida prevista a las 19:45,11,20,Despejado,,3,2018-04-15,20:45,SEVILLA,SVQ,1,Llegada prevista a las 20:45,8,19,Nubes altas,B,5,2018-04-15 11:30:32,2018-04-15 19:45:00,2018-04-15 20:45:00,60.0
IBE8930, CANADAIR CRJ-200,2018-04-16,07:10,ALMERIA,LEI,1,Salida prevista a las 07:10,11,20,Despejado,,4,2018-04-16,08:10,SEVILLA,SVQ,-,Llegada prevista a las 08:10,8,19,Nubes altas, - ,,2018-04-15 11:30:32,2018-04-16 07:10:00,2018-04-16 08:10:00,60.0
VLG3941, AIRBUS A320,2018-04-15,12:40,SEVILLA,SVQ,1,Salida prevista a las 12:40,8,19,Nubes altas,,1,2018-04-15,14:10,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 14:10,11,21,Nubes altas,NT,12,2018-04-15 11:30:31,2018-04-15 12:40:00,2018-04-15 14:10:00,90.0
VLG3254, AIRBUS A320,2018-04-15,12:30,SEVILLA,SVQ,1,Salida prevista a las 12:30,8,19,Nubes altas,,3,2018-04-15,13:45,TENERIFE NORTE,TFN,1,Llegada prevista a las 13:45,17,23,Despejado,1,1,2018-04-15 11:30:31,2018-04-15 12:30:00,2018-04-15 13:45:00,75.0
IBE8318, ATR-72,2018-04-15,16:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 16:20,7,17,Nubes altas,,,2018-04-15,17:35,SAN SEBASTIAN,EAS,1,Llegada prevista a las 17:35,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:31,2018-04-15 16:20:00,2018-04-15 17:35:00,75.0
AEA9161, BOEING 737-800 WINGLETS,2018-04-15,10:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 09:59,17,23,Cubierto de nubes altas y medias,,,2018-04-15,13:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 13:27,7,17,Nubes altas,06,8,2018-04-15 11:30:31,2018-04-15 10:00:00,2018-04-15 13:45:00,225.0
AEA2648, BOEING 737-800 WINGLETS,2018-04-15,18:15,ALMERIA,LEI,1,Salida prevista a las 18:15,11,20,Despejado,,3,2018-04-15,19:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:40,14,22,Despejado,T1_G,4,2018-04-15 11:30:31,2018-04-15 18:15:00,2018-04-15 19:40:00,85.0
IBE8601, BOMBARDIER CRJ-1000,2018-04-15,17:40,ALMERIA,LEI,1,Salida prevista a las 17:40,11,20,Despejado,,2,2018-04-15,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:45,7,17,Nubes altas,10,7,2018-04-15 11:30:30,2018-04-15 17:40:00,2018-04-15 18:45:00,65.0
VLG2509, AIRBUS A320,2018-04-15,11:30,SEVILLA,SVQ,1,El vuelo ha despegado a las 11:20,8,19,Nubes altas,,8,2018-04-15,12:50,BILBAO,BIO,O,Llegada prevista a las 12:50,10,19,Nubosidad variable,N,3,2018-04-15 11:30:30,2018-04-15 11:30:00,2018-04-15 12:50:00,80.0
IBE8645, BOMBARDIER CRJ-1000,2018-04-15,13:50,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 13:50,6,21,Nubes altas,,2,2018-04-15,14:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 14:55,7,17,Nubes altas,10,19,2018-04-15 11:30:30,2018-04-15 13:50:00,2018-04-15 14:55:00,65.0
IBE8322, ATR-72,2018-04-15,15:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 15:25,7,17,Nubes altas,,,2018-04-15,16:40,SAN SEBASTIAN,EAS,1,Llegada prevista a las 16:40,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:30,2018-04-15 15:25:00,2018-04-15 16:40:00,75.0
VLG1590, AIRBUS A320,2018-04-15,16:00,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 16:00,14,22,Despejado,,,2018-04-15,17:20,SANTANDER-SEVE BALLESTEROS,SDR,N,Llegada prevista a las 17:20,12,16,Chubascos dispersos,01,1,2018-04-15 11:30:29,2018-04-15 16:00:00,2018-04-15 17:20:00,80.0
IBE8589, CANADAIR CRJ-200,2018-04-15,16:00,ALMERIA,LEI,1,Salida prevista a las 16:00,11,20,Despejado,,2,2018-04-15,17:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 17:10,7,17,Nubes altas,10,19,2018-04-15 11:30:29,2018-04-15 16:00:00,2018-04-15 17:10:00,70.0
IBE8530, BOMBARDIER CRJ-1000,2018-04-16,09:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 09:00,7,17,Nubes altas,,,2018-04-16,09:55,PAMPLONA,PNA,-,Llegada prevista a las 09:55,5,19,Nubosidad variable, - ,,2018-04-15 11:30:29,2018-04-16 09:00:00,2018-04-16 09:55:00,55.0
IBE8316, ATR-72,2018-04-15,11:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 11:40,7,17,Nubes altas,,,2018-04-15,12:55,SAN SEBASTIAN,EAS,1,Llegada prevista a las 12:55,12,18,Nubes altas,LLEG,1,2018-04-15 11:30:29,2018-04-15 11:40:00,2018-04-15 12:55:00,75.0
IBE8327, ATR-72,2018-04-16,09:45,SAN SEBASTIAN,EAS,-,Salida prevista a las 09:45,12,18,Nubes altas,,,2018-04-16,11:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:05,7,17,Nubes altas, - ,,2018-04-15 11:30:28,2018-04-16 09:45:00,2018-04-16 11:05:00,80.0
IBE0556, AIRBUS A319,2018-04-15,15:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 15:55,7,17,Nubes altas,,,2018-04-15,17:05,SANTANDER-SEVE BALLESTEROS,SDR,N,Llegada prevista a las 17:05,12,16,Chubascos dispersos,01,2,2018-04-15 11:30:28,2018-04-15 15:55:00,2018-04-15 17:05:00,70.0
