flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp,dep_date_time,arr_date_time,duracion_vuelo
IBE8488, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,17:35,MENORCA,MAH,1,Llegada prevista a las 17:35,12,20,Abertura de claros,1,4,2018-04-15 11:31:58,,2018-04-15 17:35:00,
IBE8498, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:45,MENORCA,MAH,1,Llegada prevista a las 14:45,12,20,Abertura de claros,1,4,2018-04-15 11:31:37,,2018-04-15 14:45:00,
IBE8110, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,13:55,IBIZA,IBZ,1,Llegada prevista a las 13:55,12,20,Nubes altas,02,1,2018-04-15 11:31:25,,2018-04-15 13:55:00,
IBE8482, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,11:20,MENORCA,MAH,1,El vuelo ha aterrizado a las 11:08,12,20,Abertura de claros,1,4,2018-04-15 11:31:00,,2018-04-15 11:20:00,
IBE8106, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,11:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 11:20,12,20,Nubes altas,02,1,2018-04-15 11:31:00,,2018-04-15 11:25:00,
IBE8693, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,10:25,BILBAO,BIO,O,El vuelo ha aterrizado a las 10:26,10,19,Nubosidad variable,N,3,2018-04-15 11:30:29,,2018-04-15 10:25:00,
IBE2244, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-15,17:30,LA GOMERA,GMZ,-,Llegada prevista a las 17:30,18,24,Nubes altas, - ,,2018-04-15 11:30:23,,2018-04-15 17:30:00,
IBE8312, BOMBARDIER CRJ-1000,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-15,15:30,BADAJOZ,BJZ,1,Llegada prevista a las 15:30,9,16,Chubascos dispersos,01,1,2018-04-15 11:30:23,,2018-04-15 15:30:00,
IBE8333, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:10,ASTURIAS,OVD,1,Llegada prevista a las 14:10,12,15,Cubierto de nubes altas y medias,SC,3,2018-04-15 11:29:42,,2018-04-15 14:10:00,
ANE8495, ATR-42/72,,-,MENORCA,MAH,-,-,,,-,,,2018-04-15,09:10,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 09:06,11,21,Nubes altas,NT,2,2018-04-15 10:28:02,,2018-04-15 09:10:00,
IBE8104, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,IBIZA,IBZ,1,Cancelado,12,20,Nubes altas, - ,,2018-04-15 10:26:57,,2018-04-15 08:55:00,
ANE8390, BOMBARDIER CRJ-1000,,-,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,-,,,-,,,2018-04-15,09:00,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 09:01,12,25,Despejado,NT1,,2018-04-15 10:26:26,,2018-04-15 09:00:00,
IBE8480, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,MENORCA,MAH,1,El vuelo ha aterrizado a las 08:43,12,20,Abertura de claros,1,4,2018-04-15 10:25:24,,2018-04-15 08:55:00,
ANE8101, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-15,07:45,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 07:34,11,21,Nubes altas,NT,2,2018-04-15 09:24:27,,2018-04-15 07:45:00,
ANE8481, BOMBARDIER CRJ-1000,,-,MENORCA,MAH,-,-,,,-,,,2018-04-15,07:45,PALMA DE MALLORCA,PMI,-,Cancelado,11,21,Nubes altas, - ,,2018-04-15 09:24:27,,2018-04-15 07:45:00,
IBE8494, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:00,MENORCA,MAH,1,El vuelo ha aterrizado a las 07:53,12,20,Abertura de claros,1,4,2018-04-15 09:24:22,,2018-04-15 08:00:00,
IBE8397, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-15,07:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 07:49,7,17,Nubes altas,10,19,2018-04-15 09:24:12,,2018-04-15 07:55:00,
IBE2244, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-15,17:30,LA GOMERA,GMZ,-,Llegada prevista a las 17:30,18,24,Nubes altas, - ,,2018-04-15 09:23:58,,2018-04-15 17:30:00,
ANE8390, BOMBARDIER CRJ-1000,,-,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,-,,,-,,,2018-04-15,09:00,ALICANTE-ELCHE,ALC,N,Llegada prevista a las 09:00,12,25,Nubes altas,NT1,,2018-04-15 06:19:30,,2018-04-15 09:00:00,
IBE8480, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,MENORCA,MAH,1,Llegada prevista a las 08:55,12,20,Despejado,1,4,2018-04-15 06:19:10,,2018-04-15 08:55:00,
IBE8333, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:10,ASTURIAS,OVD,1,Llegada prevista a las 14:10,12,15,Lluvia moderada,SC,3,2018-04-15 06:19:09,,2018-04-15 14:10:00,
IBE8104, CANADAIR CRJ-900,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,IBIZA,IBZ,1,Llegada prevista a las 08:55,12,20,Nubes altas,02,1,2018-04-15 06:19:09,,2018-04-15 08:55:00,
ANE8481, BOMBARDIER CRJ-1000,,-,MENORCA,MAH,-,-,,,-,,,2018-04-15,07:45,PALMA DE MALLORCA,PMI,-,Cancelado,11,21,Despejado, - ,,2018-04-15 06:19:08,,2018-04-15 07:45:00,
ANE8101, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-15,07:45,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 07:45,11,21,Despejado,NT,2,2018-04-15 06:19:07,,2018-04-15 07:45:00,
IBE8494, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:00,MENORCA,MAH,1,Llegada prevista a las 08:00,12,20,Despejado,1,4,2018-04-15 06:19:06,,2018-04-15 08:00:00,
IBE8693, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,10:25,BILBAO,BIO,O,Llegada prevista a las 10:25,10,19,Llovizna ,N,2,2018-04-15 06:19:05,,2018-04-15 10:25:00,
IBE8333, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:10,ASTURIAS,OVD,-,Llegada prevista a las 14:10,12,15,Lluvia moderada,SC,3,2018-04-15 03:14:25,,2018-04-15 14:10:00,
ANE8367, BOMBARDIER CRJ-1000,,-,SANTIAGO,SCQ,-,-,,,-,,,2018-04-15,01:30,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 01:25,11,21,Despejado,NT,7,2018-04-15 03:14:22,,2018-04-15 01:30:00,
KRP861, FOKKER 100,,-,GRAN CANARIA,LPA,-,-,,,-,,,2018-04-15,01:15,VITORIA,VIT,H,El vuelo ha aterrizado a las 01:53,10,18,Muy nuboso, - ,2,2018-04-15 03:13:50,,2018-04-15 01:15:00,
IBE8496, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,21:35,MENORCA,MAH,1,El vuelo ha aterrizado a las 23:51,12,20,Despejado,1,4,2018-04-15 01:11:28,,2018-04-14 21:35:00,
ANE8396, BOMBARDIER CRJ-1000,,-,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,-,,,-,,,2018-04-15,00:05,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 23:50,12,25,Nubes altas,NT1,,2018-04-15 01:11:06,,2018-04-15 00:05:00,
IBE8104, CANADAIR CRJ-900,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,IBIZA,IBZ,1,Llegada prevista a las 08:55,12,16,Llovizna ,02,1,2018-04-15 00:10:41,,2018-04-15 08:55:00,
IBE8488, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,17:35,MENORCA,MAH,1,Llegada prevista a las 17:35,12,14,Lluvia moderada,1,4,2018-04-15 00:10:41,,2018-04-15 17:35:00,
IBE8498, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:45,MENORCA,MAH,1,Llegada prevista a las 14:45,12,14,Lluvia moderada,1,4,2018-04-15 00:10:38,,2018-04-15 14:45:00,
IBE8482, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,11:20,MENORCA,MAH,1,Llegada prevista a las 11:20,12,14,Lluvia moderada,1,4,2018-04-15 00:10:33,,2018-04-15 11:20:00,
IBE8333, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:10,ASTURIAS,OVD,-,Llegada prevista a las 14:10,5,18,Nubes altas,SC,3,2018-04-15 00:10:29,,2018-04-15 14:10:00,
IBE8480, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:55,MENORCA,MAH,1,Llegada prevista a las 08:55,12,14,Lluvia moderada,1,4,2018-04-15 00:10:29,,2018-04-15 08:55:00,
IBE8494, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:00,MENORCA,MAH,1,Llegada prevista a las 08:00,12,14,Lluvia moderada,1,4,2018-04-15 00:10:26,,2018-04-15 08:00:00,
IBE8496, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,21:35,MENORCA,MAH,1,El vuelo ha aterrizado a las 23:51,12,14,Lluvia moderada,1,4,2018-04-15 00:10:25,,2018-04-14 21:35:00,
IBE8386, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,21:25,BILBAO,BIO,O,El vuelo ha aterrizado a las 22:18,10,19,Nubes altas,N,2,2018-04-15 00:10:19,,2018-04-14 21:25:00,
IBE2244, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-15,17:30,LA GOMERA,GMZ,-,Llegada prevista a las 17:30,16,22,Despejado, - ,,2018-04-15 00:10:05,,2018-04-15 17:30:00,
IBE8312, BOMBARDIER CRJ-1000,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-15,15:30,BADAJOZ,BJZ,1,Llegada prevista a las 15:30,7,19,Nubes altas,01,1,2018-04-15 00:10:02,,2018-04-15 15:30:00,
KRP861, FOKKER 100,,-,GRAN CANARIA,LPA,-,-,,,-,,,2018-04-15,01:15,VITORIA,VIT,H,Llegada prevista a las 01:15,5,17,Abertura de claros, - ,2,2018-04-15 00:09:57,,2018-04-15 01:15:00,
AEA0001, ,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-14,21:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 21:15,5,17,Nubes altas,06,18,2018-04-14 23:09:30,,2018-04-14 21:15:00,
ANE8487, ATR-42/72,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,21:40,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 21:37,11,15,Lluvia,NT,2,2018-04-14 23:09:30,,2018-04-14 21:40:00,
IBE8399, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,21:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 21:11,5,17,Nubes altas,10,19,2018-04-14 23:09:30,,2018-04-14 21:15:00,
IBE8494, ATR-72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,08:00,MENORCA,MAH,1,Llegada prevista a las 08:00,12,14,Lluvia moderada,1,4,2018-04-14 23:09:25,,2018-04-15 08:00:00,
IBE8120, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,21:45,IBIZA,IBZ,1,El vuelo ha aterrizado a las 21:57,12,16,Llovizna ,02,1,2018-04-14 23:09:21,,2018-04-14 21:45:00,
IBE2269, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,20:00,LANZAROTE,ACE,4,El vuelo ha aterrizado a las 20:09,15,22,Nubes altas,4,,2018-04-14 22:08:25,,2018-04-14 20:00:00,
ANE8117, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,20:35,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 20:30,11,15,Lluvia,NT,11,2018-04-14 22:08:25,,2018-04-14 20:35:00,
IBE8908, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,19:05,TENERIFE NORTE,TFN,1,El vuelo ha aterrizado a las 19:37,17,22,Despejado,1,1,2018-04-14 22:08:11,,2018-04-14 19:05:00,
IBE8492, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,20:30,MENORCA,MAH,1,El vuelo ha aterrizado a las 20:23,12,14,Lluvia moderada,1,4,2018-04-14 22:08:02,,2018-04-14 20:30:00,
ANE8905, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,19:20,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 19:14,10,22,Nubes altas,NT1,,2018-04-14 21:06:47,,2018-04-14 19:20:00,
ANE8129, ATR-42/72,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,19:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 19:10,11,15,Lluvia,NT,11,2018-04-14 21:06:45,,2018-04-14 19:15:00,
IBE8114, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,19:20,IBIZA,IBZ,1,El vuelo ha aterrizado a las 19:27,12,16,Llovizna ,02,1,2018-04-14 21:06:38,,2018-04-14 19:20:00,
IBE2247, ATR-72,,-,EL HIERRO,VDE,-,-,,,-,,,2018-04-14,17:30,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 17:28,17,21,Nubes altas,01,11,2018-04-14 20:05:35,,2018-04-14 17:30:00,
IBE8906, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,18:15,IBIZA,IBZ,1,El vuelo ha aterrizado a las 18:35,12,16,Llovizna ,02,2,2018-04-14 20:05:15,,2018-04-14 18:15:00,
IBE8128, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,17:45,IBIZA,IBZ,1,El vuelo ha aterrizado a las 18:02,12,16,Llovizna ,02,1,2018-04-14 20:05:10,,2018-04-14 17:45:00,
ANE8125, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,18:00,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 17:53,11,15,Lluvia moderada,NT,11,2018-04-14 19:04:12,,2018-04-14 18:00:00,
IBE8386, CANADAIR CRJ-900,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,21:25,BILBAO,BIO,O,Llegada prevista a las 21:25,10,19,Nubosidad variable,N,2,2018-04-14 19:04:09,,2018-04-14 21:25:00,
IBE2274, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,19:30,LA PALMA,SPC,N,Llegada prevista a las 19:30,17,21,Nubes altas,LLNT,4,2018-04-14 19:04:07,,2018-04-14 19:30:00,
ANE8394, BOMBARDIER CRJ-1000,,-,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,-,,,-,,,2018-04-14,17:05,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 17:24,10,22,Nubosidad variable,NT1,,2018-04-14 19:04:04,,2018-04-14 17:05:00,
IBE8333, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-15,14:10,ASTURIAS,OVD,-,Llegada prevista a las 14:10,5,18,Nubosidad variable, - ,,2018-04-14 19:04:03,,2018-04-15 14:10:00,
ANE8805, BOMBARDIER CRJ-1000,,-,GRAN CANARIA,LPA,-,-,,,-,,,2018-04-14,16:35,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 17:15,10,22,Nubosidad variable,NT1,,2018-04-14 19:04:02,,2018-04-14 16:35:00,
ANE001, ,,-,SANTANDER-SEVE BALLESTEROS,SDR,-,-,,,-,,,2018-04-14,18:30,BILBAO,BIO,-,Llegada prevista a las 18:30,10,19,Nubosidad variable,N,1,2018-04-14 19:03:53,,2018-04-14 18:30:00,
IBS2237, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,17:25,EL HIERRO,VDE,1,El vuelo ha aterrizado a las 17:24,12,20,Despejado,01,1,2018-04-14 19:03:43,,2018-04-14 17:25:00,
IBE8312, BOMBARDIER CRJ-1000,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-15,15:30,BADAJOZ,BJZ,1,Llegada prevista a las 15:30,7,19,Nubosidad variable,01,1,2018-04-14 19:03:28,,2018-04-15 15:30:00,
ANE8499, ATR-42/72,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,16:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 16:11,11,15,Lluvia moderada,NT,4,2018-04-14 17:58:45,,2018-04-14 16:15:00,
ANE8909, CANADAIR CRJ-900,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,16:25,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 16:42,10,22,Nubosidad variable,NT1,,2018-04-14 17:58:32,,2018-04-14 16:25:00,
IBE8124, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,16:40,IBIZA,IBZ,1,El vuelo ha aterrizado a las 16:39,12,16,Llovizna ,02,1,2018-04-14 17:58:31,,2018-04-14 16:40:00,
IBE8633, CANADAIR CRJ-200,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,16:15,VALENCIA,VLC,1,El vuelo ha aterrizado a las 16:03,10,18,Nubosidad variable,1,2,2018-04-14 17:58:19,,2018-04-14 16:15:00,
ANE8115, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,15:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 14:57,11,15,Lluvia moderada,NT,2,2018-04-14 16:56:37,,2018-04-14 15:15:00,
IBE2228, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,15:30,LA PALMA,SPC,N,El vuelo ha aterrizado a las 15:22,17,21,Nubes altas,LLNT,4,2018-04-14 16:56:29,,2018-04-14 15:30:00,
IBS2218, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,16:15,EL HIERRO,VDE,1,Llegada prevista a las 16:10,12,20,Despejado,01,1,2018-04-14 16:56:12,,2018-04-14 16:15:00,
ANE8634, CANADAIR CRJ-200,,-,VALENCIA,VLC,-,-,,,-,,,2018-04-14,14:45,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 14:42,11,15,Lluvia moderada,NT,4,2018-04-14 15:55:35,,2018-04-14 14:45:00,
IBE8498, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,14:45,MENORCA,MAH,1,El vuelo ha aterrizado a las 14:52,12,14,Lluvia moderada,1,5,2018-04-14 15:55:12,,2018-04-14 14:45:00,
IBE2249, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,13:25,FUERTEVENTURA,FUE,1,El vuelo ha aterrizado a las 13:21,16,22,Nubes altas,A,14,2018-04-14 15:54:43,,2018-04-14 13:25:00,
IBE8804, BOMBARDIER CRJ-1000,,-,ALICANTE-ELCHE,ALC,-,-,,,-,,,2018-04-14,12:25,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:37,17,21,Nubes altas,01,15,2018-04-14 15:36:41,,2018-04-14 12:25:00,
IBE8482, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,11:20,MENORCA,MAH,1,El vuelo ha aterrizado a las 13:45,12,14,Lluvia moderada,1,4,2018-04-14 15:36:36,,2018-04-14 11:20:00,
IBE8108, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,13:35,IBIZA,IBZ,1,El vuelo ha aterrizado a las 13:29,12,16,Llovizna ,02,1,2018-04-14 14:35:33,,2018-04-14 13:35:00,
ANE8483, BOMBARDIER CRJ-1000,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,10:05,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 12:39,11,15,Lluvia moderada, - ,,2018-04-14 14:35:27,,2018-04-14 10:05:00,
IBE2234, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,12:00,GRAN CANARIA,LPA,-,El vuelo ha aterrizado a las 12:07,17,21,Nubes altas,01,11,2018-04-14 13:34:47,,2018-04-14 12:00:00,
IBE8480, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,08:55,MENORCA,MAH,1,El vuelo ha aterrizado a las 11:39,12,14,Lluvia moderada,1,4,2018-04-14 13:34:16,,2018-04-14 08:55:00,
IBE8106, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,11:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 11:22,12,16,Llovizna ,02,1,2018-04-14 12:32:52,,2018-04-14 11:25:00,
ANE8105, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,10:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:51,11,15,Lluvia moderada,NT,11,2018-04-14 12:32:51,,2018-04-14 10:15:00,
IBE2244, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,17:30,LA GOMERA,GMZ,-,Llegada prevista a las 17:30,16,22,Nubes altas, - ,,2018-04-14 12:32:24,,2018-04-14 17:30:00,
IBE8108, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,13:35,IBIZA,IBZ,1,Llegada prevista a las 13:35,12,16,Lluvia débil,02,1,2018-04-14 11:32:10,,2018-04-14 13:35:00,
ANE8105, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,10:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:51,11,15,Lluvia,NT,11,2018-04-14 11:32:05,,2018-04-14 10:15:00,
IBE8106, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,11:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 11:22,12,16,Lluvia débil,02,1,2018-04-14 11:32:02,,2018-04-14 11:25:00,
ANE8483, BOMBARDIER CRJ-1000,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,10:05,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 11:30,11,15,Lluvia, - ,,2018-04-14 11:32:01,,2018-04-14 10:05:00,
ANE8387, BOMBARDIER CRJ-1000,,-,BILBAO,BIO,-,-,,,-,,,2018-04-14,10:00,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 10:07,10,22,Despejado,NT1,,2018-04-14 11:31:54,,2018-04-14 10:00:00,
IBE8676, BOMBARDIER CRJ-1000,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-14,09:25,IBIZA,IBZ,1,El vuelo ha aterrizado a las 09:30,12,16,Lluvia débil,02,1,2018-04-14 11:31:49,,2018-04-14 09:25:00,
ANE8101, BOMBARDIER CRJ-1000,,-,IBIZA,IBZ,-,-,,,-,,,2018-04-14,07:45,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 10:27,11,15,Lluvia,NT,11,2018-04-14 11:31:47,,2018-04-14 07:45:00,
IBE2228, ATR-42/72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,15:30,LA PALMA,SPC,N,Llegada prevista a las 15:30,17,21,Abertura de claros,LLNT,4,2018-04-14 10:31:01,,2018-04-14 15:30:00,
ANE8495, ATR-42/72,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,09:10,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 09:11,11,15,Lluvia,NT,11,2018-04-14 10:30:56,,2018-04-14 09:10:00,
ANE8390, BOMBARDIER CRJ-1000,,-,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,-,,,-,,,2018-04-14,09:25,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 09:17,10,22,Despejado,NT1,,2018-04-14 10:30:46,,2018-04-14 09:25:00,
IBE8104, BOMBARDIER CRJ-1000,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,08:55,IBIZA,IBZ,1,El vuelo ha aterrizado a las 09:15,12,16,Lluvia débil,02,1,2018-04-14 10:30:44,,2018-04-14 08:55:00,
QTR3622, AIRBUS A320,,-,BARCELONA-EL PRAT,BCN,-,-,,,-,,,2018-04-14,09:20,VIGO,VGO,-,Cancelado,6,16,Nubosidad variable, - ,,2018-04-14 10:30:25,,2018-04-14 09:20:00,
IBE8366, CANADAIR CRJ-900,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,10:00,SANTIAGO,SCQ,T,Llegada prevista a las 09:45,9,15,Nubosidad variable,B,1,2018-04-14 09:29:40,,2018-04-14 10:00:00,
ANE8481, BOMBARDIER CRJ-1000,,-,MENORCA,MAH,-,-,,,-,,,2018-04-14,07:45,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 07:53,11,15,Lluvia,NT,2,2018-04-14 09:29:32,,2018-04-14 07:45:00,
IBE8494, ATR-42/72,,-,PALMA DE MALLORCA,PMI,-,-,,,-,,,2018-04-14,08:00,MENORCA,MAH,1,El vuelo ha aterrizado a las 07:52,12,14,Lluvia moderada,1,6,2018-04-14 09:29:30,,2018-04-14 08:00:00,
IBE2244, ATR-72,,-,TENERIFE NORTE,TFN,-,-,,,-,,,2018-04-14,17:30,LA GOMERA,GMZ,-,Llegada prevista a las 17:30,16,22,Nubes altas, - ,,2018-04-14 09:29:09,,2018-04-14 17:30:00,
