flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp,dep_date_time,arr_date_time,duracion_vuelo
TOM4767, BOEING 757-200  WINGLETS,2018-04-15,18:30,LANZAROTE,ACE,1,Salida prevista a las 18:30,15,25,Despejado,,1,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:49:01,2018-04-15 18:30:00,,
TCX1703, AIRBUS A321,2018-04-15,18:20,LANZAROTE,ACE,1,Salida prevista a las 18:20,15,25,Despejado,,2,,-,BRISTOL,BRS,-,-,,,-,-,,2018-04-15 18:49:00,2018-04-15 18:20:00,,
VLG8154, 32B,2018-04-15,20:25,VALENCIA,VLC,1,Salida prevista a las 20:25,11,26,Despejado,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 18:49:00,2018-04-15 20:25:00,,
TUI2255, BOEING 737-800 WINGLETS,2018-04-15,18:20,LANZAROTE,ACE,1,Salida prevista a las 18:20,15,25,Despejado,,5,,-,STUTTGART,STR,-,-,,,-,-,,2018-04-15 18:48:59,2018-04-15 18:20:00,,
RYR3153, BOEING 737-800 WINGLETS,2018-04-15,19:05,TENERIFE SUR,TFS,T,Salida prevista a las 19:07,17,23,Despejado,,5,,-,EAST MIDLANDS,EMA,-,-,,,-,-,,2018-04-15 18:48:59,2018-04-15 19:05:00,,
ENT953C, BOEING 737-800 WINGLETS,2018-04-15,19:00,TENERIFE SUR,TFS,T,Salida prevista a las 19:25,17,23,Despejado,,1,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 18:48:58,2018-04-15 19:00:00,,
TCX1005, 32B,2018-04-15,17:55,LANZAROTE,ACE,1,Salida prevista a las 17:55,15,25,Despejado,,4,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:57,2018-04-15 17:55:00,,
TUI2215, BOEING 737-800 WINGLETS,2018-04-15,18:50,TENERIFE SUR,TFS,T,Salida prevista a las 18:49,17,23,Despejado,,19,,-,BASEL /MULHOUSE,BSL,-,-,,,-,-,,2018-04-15 18:48:57,2018-04-15 18:50:00,,
EDW229, AIRBUS A320,2018-04-15,17:55,LANZAROTE,ACE,1,Salida prevista a las 17:55,15,25,Despejado,,9,,-,ZURICH,ZRH,-,-,,,-,-,,2018-04-15 18:48:56,2018-04-15 17:55:00,,
GMI1321, AIRBUS A319,2018-04-15,18:50,TENERIFE SUR,TFS,T,Salida prevista a las 18:50,17,23,Despejado,,1,,-,NUREMBERG,NUE,-,-,,,-,-,,2018-04-15 18:48:56,2018-04-15 18:50:00,,
TRA6728, BOEING 737-800 WINGLETS,2018-04-15,20:30,SEVILLA,SVQ,1,Salida prevista a las 20:30,8,19,Nubosidad variable,,6,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 18:48:56,2018-04-15 20:30:00,,
RYR8175, BOEING 737-800 WINGLETS,2018-04-15,17:50,LANZAROTE,ACE,1,Salida prevista a las 17:55,15,25,Despejado,,7,,-,BRUSELAS /CHARLEROI,CRL,-,-,,,-,-,,2018-04-15 18:48:55,2018-04-15 17:50:00,,
TOM3747, BOEING 767-300 WINGLETS,2018-04-15,18:35,TENERIFE SUR,TFS,T,Salida prevista a las 18:35,17,23,Despejado,,23,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 18:48:55,2018-04-15 18:35:00,,
BEL3784, AIRBUS A320,2018-04-15,17:35,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:33,17,23,Abertura de claros,,,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 18:48:55,2018-04-15 17:35:00,,
RYR2597, BOEING 737-800 WINGLETS,2018-04-15,17:50,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 17:44,14,23,Despejado,,,,-,TREVISO/S.ANGELO,MIL,-,-,,,-,-,,2018-04-15 18:48:55,2018-04-15 17:50:00,,
AZA091, AIRBUS A320,2018-04-15,17:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 18:04,14,23,Despejado,,,,-,ROMA /FIUMICINO,FCO,-,-,,,-,-,,2018-04-15 18:48:54,2018-04-15 17:50:00,,
DE1487, AIRBUS A320,2018-04-15,18:10,TENERIFE SUR,TFS,T,Salida prevista a las 18:14,17,23,Despejado,,15,,-,HANNOVER,HAJ,-,-,,,-,-,,2018-04-15 18:48:54,2018-04-15 18:10:00,,
TAP1093, ATR-42/72,2018-04-15,20:05,VALENCIA,VLC,1,Salida prevista a las 21:00,11,26,Despejado,,,,-,LISBOA,LIS,-,-,,,-,-,,2018-04-15 18:48:54,2018-04-15 20:05:00,,
TCX1913, BOEING 757-300 WINGLETS,2018-04-15,18:10,TENERIFE SUR,TFS,T,Salida prevista a las 18:24,17,23,Despejado,,9,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:53,2018-04-15 18:10:00,,
TVS3423, BOEING 737-800 WINGLETS,2018-04-15,21:25,FUERTEVENTURA,FUE,1,Salida prevista a las 21:25,16,24,Despejado,,17,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 18:48:53,2018-04-15 21:25:00,,
DE1435, BOEING 757-300 WINGLETS,2018-04-15,17:25,GRAN CANARIA,LPA,-,Salida prevista a las 17:41,17,23,Abertura de claros,,,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:53,2018-04-15 17:25:00,,
TUI2275, 7S8,2018-04-16,18:10,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 18:10,10,18,Nubosidad variable,,6,,-,HANNOVER,HAJ,-,-,,,-,-,,2018-04-15 18:48:53,2018-04-16 18:10:00,,
TVF3169, BOEING 737-800 WINGLETS,2018-04-15,17:45,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:47,14,23,Despejado,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 18:48:53,2018-04-15 17:45:00,,
SWR2147, AIRBUS A320,2018-04-15,19:50,VALENCIA,VLC,1,Salida prevista a las 19:50,11,26,Despejado,,,,-,ZURICH,ZRH,-,-,,,-,-,,2018-04-15 18:48:52,2018-04-15 19:50:00,,
DE1459, AIRBUS A320,2018-04-15,17:55,TENERIFE SUR,TFS,T,Salida prevista a las 17:55,17,23,Despejado,,11,,-,STUTTGART,STR,-,-,,,-,-,,2018-04-15 18:48:52,2018-04-15 17:55:00,,
TUI2115, 7S8,2018-04-15,17:20,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:18,17,23,Abertura de claros,,,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:51,2018-04-15 17:20:00,,
TVS3493, BOEING 737-800 WINGLETS,2018-04-15,20:50,FUERTEVENTURA,FUE,1,Salida prevista a las 20:50,16,24,Despejado,,14,,-,LYON,LYS,-,-,,,-,-,,2018-04-15 18:48:49,2018-04-15 20:50:00,,
WZZ2392, 32A,2018-04-15,20:25,FUERTEVENTURA,FUE,1,Salida prevista a las 20:25,16,24,Despejado,,19,,-,BUDAPEST,BUD,-,-,,,-,-,,2018-04-15 18:48:47,2018-04-15 20:25:00,,
RYR9252, BOEING 737-800 WINGLETS,2018-04-15,21:40,IBIZA,IBZ,1,Salida prevista a las 21:40,12,20,Despejado,,14,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:46,2018-04-15 21:40:00,,
RYR9335, BOEING 737-800 WINGLETS,2018-04-16,18:15,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 18:15,9,24,Nubosidad variable,,2,,-,BRISTOL,BRS,-,-,,,-,-,,2018-04-15 18:48:46,2018-04-16 18:15:00,,
PRI522, BOEING 737-800 WINGLETS,2018-04-15,17:30,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 17:35,17,23,Despejado,,7,,-,AALBORG,AAL,-,-,,,-,-,,2018-04-15 18:48:45,2018-04-15 17:30:00,,
RYR4082, BOEING 737-800 WINGLETS,2018-04-15,19:55,FUERTEVENTURA,FUE,1,Salida prevista a las 19:55,16,24,Despejado,,9,,-,LIVERPOOL,LPL,-,-,,,-,-,,2018-04-15 18:48:45,2018-04-15 19:55:00,,
RYR7018, BOEING 737-800 WINGLETS,2018-04-16,17:50,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 17:50,9,24,Nubosidad variable,,3,,-,TESALONICA,SKG,-,-,,,-,-,,2018-04-15 18:48:45,2018-04-16 17:50:00,,
RYR6445, BOEING 737-800 WINGLETS,2018-04-15,20:05,SEVILLA,SVQ,1,Salida prevista a las 20:05,8,19,Nubosidad variable,,11,,-,BRUSELAS /CHARLEROI,CRL,-,-,,,-,-,,2018-04-15 18:48:45,2018-04-15 20:05:00,,
RYR2221, BOEING 737-800 WINGLETS,2018-04-15,19:45,VALENCIA,VLC,1,Salida prevista a las 19:45,11,26,Despejado,,,,-,MARSELLA,MRS,-,-,,,-,-,,2018-04-15 18:48:45,2018-04-15 19:45:00,,
TVS2403, BOEING 737-800 WINGLETS,2018-04-15,19:45,FUERTEVENTURA,FUE,1,Salida prevista a las 19:45,16,24,Despejado,,17,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 18:48:44,2018-04-15 19:45:00,,
EZY8302, AIRBUS A320,2018-04-16,10:30,MENORCA,MAH,1,Salida prevista a las 10:30,12,20,Despejado,,7,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:44,2018-04-16 10:30:00,,
BAW2799, AIRBUS A319,2018-04-15,19:55,SEVILLA,SVQ,1,Salida prevista a las 19:55,8,19,Nubosidad variable,,1,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:44,2018-04-15 19:55:00,,
IBE8483, BOMBARDIER CRJ-1000,2018-04-16,09:25,MENORCA,MAH,1,Salida prevista a las 09:25,12,20,Despejado,,,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 18:48:43,2018-04-16 09:25:00,,
RYR3769, BOEING 737-800 WINGLETS,2018-04-16,15:50,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 15:50,9,24,Nubosidad variable,,5,,-,LONDRES /LUTON,LTN,-,-,,,-,-,,2018-04-15 18:48:43,2018-04-16 15:50:00,,
RYR9911, BOEING 737-800 WINGLETS,2018-04-16,15:40,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 15:40,9,24,Nubosidad variable,,3,,-,BOURNEMOUTH,BOH,-,-,,,-,-,,2018-04-15 18:48:43,2018-04-16 15:40:00,,
BAW3290, EMBRAER 190,2018-04-16,13:35,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 13:35,6,21,Despejado,,,,-,LONDRES /LONDON CITY APT.,LCY,-,-,,,-,-,,2018-04-15 18:48:43,2018-04-16 13:35:00,,
IBE8495, ATR-72,2018-04-16,08:30,MENORCA,MAH,1,Salida prevista a las 08:30,12,20,Despejado,,,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 18:48:42,2018-04-16 08:30:00,,
RYR9211, BOEING 737-800 WINGLETS,2018-04-16,14:30,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 14:30,9,24,Nubosidad variable,,5,,-,KARLSRUHE /BADEN BADEN,FKB,-,-,,,-,-,,2018-04-15 18:48:42,2018-04-16 14:30:00,,
RYR3702, BOEING 737-800 WINGLETS,2018-04-15,19:35,FUERTEVENTURA,FUE,1,Salida prevista a las 19:35,16,24,Despejado,,8,,-,EAST MIDLANDS,EMA,-,-,,,-,-,,2018-04-15 18:48:42,2018-04-15 19:35:00,,
RYR3209, BOEING 737-800 WINGLETS,2018-04-15,17:25,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 17:23,14,23,Despejado,,,,-,MANCHESTER,MAN,-,-,,,-,-,,2018-04-15 18:48:41,2018-04-15 17:25:00,,
RYR2324, BOEING 737-800 WINGLETS,2018-04-16,13:55,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 13:55,9,24,Nubosidad variable,,10,,-,LEEDS/BRADFORD,LBA,-,-,,,-,-,,2018-04-15 18:48:41,2018-04-16 13:55:00,,
TUI2259, 7S8,2018-04-15,17:15,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 17:17,17,23,Abertura de claros,,,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 18:48:41,2018-04-15 17:15:00,,
TUI2187, 7S8,2018-04-15,17:30,LANZAROTE,ACE,1,Salida prevista a las 18:04,15,25,Despejado,,10,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 18:48:41,2018-04-15 17:30:00,,
IBK5104, BOEING 737-800 WINGLETS,2018-04-15,17:20,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:52,14,23,Despejado,,,,-,COLONIA/BONN,CGN,-,-,,,-,-,,2018-04-15 18:48:41,2018-04-15 17:20:00,,
VLG8937, AIRBUS A320,2018-04-16,07:00,SANTIAGO,SCQ,T,Salida prevista a las 07:00,10,15,Lluvia débil,,3,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 18:48:40,2018-04-16 07:00:00,,
AFL2515, AIRBUS A321,2018-04-15,17:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 17:01,14,22,Nubes altas,,,,-,MOSCU /SHEREMETYEVO,SVO,-,-,,,-,-,,2018-04-15 18:48:40,2018-04-15 17:00:00,,
RYR9803, BOEING 737-800 WINGLETS,2018-04-16,13:05,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 13:05,9,24,Nubosidad variable,,9,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:40,2018-04-16 13:05:00,,
RYR8397, BOEING 737-800 WINGLETS,2018-04-16,11:20,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 11:20,10,18,Nubosidad variable,,7,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:40,2018-04-16 11:20:00,,
IBK5600, BOEING 737-800 WINGLETS,2018-04-15,16:55,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 18:03,14,22,Nubes altas,,,,-,HAMBURGO,HAM,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-15 16:55:00,,
RYR8387, BOEING 737-800 WINGLETS,2018-04-15,17:35,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 18:06,11,21,Despejado,,,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-15 17:35:00,,
RYR9107, BOEING 737-800 WINGLETS,2018-04-16,13:05,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 13:05,9,24,Nubosidad variable,,5,,-,PARIS /BEAUVAIS-TILLE,BVA,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-16 13:05:00,,
TUI2253, 7S8,2018-04-16,10:50,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 10:50,10,18,Nubosidad variable,,4,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-16 10:50:00,,
DE1429, BOEING 757-200  WINGLETS,2018-04-15,17:25,TENERIFE SUR,TFS,T,Salida prevista a las 17:35,17,23,Despejado,,27,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-15 17:25:00,,
EZY2408, AIRBUS A320,2018-04-15,17:20,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 17:59,14,23,Despejado,,,,-,LONDRES /LUTON,LTN,-,-,,,-,-,,2018-04-15 18:48:39,2018-04-15 17:20:00,,
TOM2707, BOEING 737-800 WINGLETS,2018-04-15,20:20,LA PALMA,SPC,N,Salida prevista a las 20:20,17,23,Abertura de claros,,3,,-,MANCHESTER,MAN,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 20:20:00,,
EZY2280, 32A,2018-04-15,17:30,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 17:28,11,21,Despejado,,,,-,LONDRES /LUTON,LTN,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 17:30:00,,
EDW267, AIRBUS A320,2018-04-15,20:45,IBIZA,IBZ,1,Salida prevista a las 20:45,12,20,Despejado,,16,,-,ZURICH,ZRH,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 20:45:00,,
VLG8356, AIRBUS A320,2018-04-15,19:30,VALENCIA,VLC,1,Salida prevista a las 19:30,11,26,Despejado,,,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 19:30:00,,
DE1557, 32B,2018-04-16,10:30,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 10:30,10,18,Nubosidad variable,,5,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-16 10:30:00,,
RYR7477, BOEING 737-800 WINGLETS,2018-04-15,17:20,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 17:28,17,23,Despejado,,1,,-,PISA / GALILEO GALILEI,PSA,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 17:20:00,,
RYR6944, BOEING 737-800 WINGLETS,2018-04-15,16:55,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 17:15,14,22,Nubes altas,,,,-,VARSOVIA/MODLIN,WMI,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 16:55:00,,
RYR8352, BOEING 737-800 WINGLETS,2018-04-16,11:15,ALMERIA,LEI,1,Salida prevista a las 11:15,11,20,Despejado,,4,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-16 11:15:00,,
IBE8481, BOMBARDIER CRJ-1000,2018-04-16,07:05,MENORCA,MAH,1,Salida prevista a las 07:05,12,20,Despejado,,3,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-16 07:05:00,,
TVF3109, AIRBUS A320,2018-04-15,19:45,SEVILLA,SVQ,1,Salida prevista a las 19:45,8,19,Nubosidad variable,,8,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 18:48:38,2018-04-15 19:45:00,,
RYR1340, BOEING 737-800 WINGLETS,2018-04-15,19:40,SEVILLA,SVQ,1,Salida prevista a las 20:23,8,19,Nubosidad variable,,10,,-,NAPOLES,NAP,-,-,,,-,-,,2018-04-15 18:48:37,2018-04-15 19:40:00,,
DLH1465, 32A,2018-04-15,19:20,VALENCIA,VLC,1,Salida prevista a las 19:20,11,26,Despejado,,,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 18:48:37,2018-04-15 19:20:00,,
IBE8487, ATR-42/72,2018-04-15,21:00,MENORCA,MAH,1,Salida prevista a las 21:00,12,20,Despejado,,,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 18:48:36,2018-04-15 21:00:00,,
RYR9302, BOEING 737-800 WINGLETS,2018-04-16,11:25,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 11:25,9,24,Nubosidad variable,,5,,-,BELFAST,BFS,-,-,,,-,-,,2018-04-15 18:48:35,2018-04-16 11:25:00,,
RYR8422, BOEING 737-800 WINGLETS,2018-04-15,19:05,FUERTEVENTURA,FUE,1,Salida prevista a las 19:05,16,24,Despejado,,9,,-,EDIMBURGO,EDI,-,-,,,-,-,,2018-04-15 18:48:35,2018-04-15 19:05:00,,
RYR6604, BOEING 737-800 WINGLETS,2018-04-15,19:50,IBIZA,IBZ,1,Salida prevista a las 20:10,12,20,Despejado,,12,,-,EDIMBURGO,EDI,-,-,,,-,-,,2018-04-15 18:48:35,2018-04-15 19:50:00,,
TRA5086, BOEING 737-800 WINGLETS,2018-04-15,19:35,SEVILLA,SVQ,1,Salida prevista a las 19:40,8,19,Nubosidad variable,,6,,-,EINDHOVEN,EIN,-,-,,,-,-,,2018-04-15 18:48:35,2018-04-15 19:35:00,,
IBE8117, BOMBARDIER CRJ-1000,2018-04-15,19:50,IBIZA,IBZ,1,Salida prevista a las 19:50,12,20,Despejado,,5,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 18:48:35,2018-04-15 19:50:00,,
NVR194, 32B,2018-04-15,17:00,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 16:56,17,23,Despejado,,15,,-,OSLO / GARDERMOEN,OSL,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-15 17:00:00,,
RYR9123, BOEING 737-800 WINGLETS,2018-04-16,10:25,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 10:25,9,24,Nubosidad variable,,2,,-,EINDHOVEN,EIN,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-16 10:25:00,,
JAF7026, BOEING 737-700 WINGLETS,2018-04-15,17:15,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:17,14,23,Despejado,,,,-,BRUSELAS /CHARLEROI,CRL,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-15 17:15:00,,
RYR695, BOEING 737-800 WINGLETS,2018-04-15,19:25,IBIZA,IBZ,1,Salida prevista a las 19:25,12,20,Despejado,,14,,-,GLASGOW /PRESTWICK,PIK,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-15 19:25:00,,
EZY8552, AIRBUS A320,2018-04-16,17:00,MURCIA-SAN JAVIER,MJV,1,Salida prevista a las 17:00,11,28,Nubes altas,,,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-16 17:00:00,,
RYR9156, BOEING 737-800 WINGLETS,2018-04-16,15:40,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 15:40,12,16,Chubascos dispersos,,,,-,ROMA /CIAMPINO,CIA,-,-,,,-,-,,2018-04-15 18:48:34,2018-04-16 15:40:00,,
DE1479, BOEING 767-300 WINGLETS,2018-04-15,16:55,TENERIFE SUR,TFS,T,Salida prevista a las 18:11,17,23,Despejado,,3,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-15 16:55:00,,
EZY8164, AIRBUS A320,2018-04-16,10:05,ALMERIA,LEI,1,Salida prevista a las 10:05,11,20,Despejado,,5,,-,LONDRES /GATWICK,LGW,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-16 10:05:00,,
DAH2005, BOEING 737-800 WINGLETS,2018-04-15,19:15,ALICANTE-ELCHE,ALC,N,Salida prevista a las 19:16,12,25,Nubes altas,,,,-,ARGEL/ HOUARI BOUMEDIEN,ALG,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-15 19:15:00,,
RYR8047, BOEING 737-800 WINGLETS,2018-04-16,10:10,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 10:10,9,24,Nubosidad variable,,3,,-,BIRMINGHAM / INTERNACIONAL,BHX,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-16 10:10:00,,
AVA019, BOEING 787-8,2018-04-15,16:50,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 17:22,14,22,Nubes altas,,,,-,BOGOTA /EL DORADO,BOG,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-15 16:50:00,,
EXS208, BOEING 737-300 WINGLETS,2018-04-16,12:05,MURCIA-SAN JAVIER,MJV,1,Salida prevista a las 12:05,11,28,Nubes altas,,,,-,LEEDS/BRADFORD,LBA,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-16 12:05:00,,
RYR2613, BOEING 737-800 WINGLETS,2018-04-16,15:30,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 15:30,12,16,Chubascos dispersos,,,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-16 15:30:00,,
VLG6210, AIRBUS A320,2018-04-15,17:15,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:18,14,23,Despejado,,,,-,ROMA /FIUMICINO,FCO,-,-,,,-,-,,2018-04-15 18:48:33,2018-04-15 17:15:00,,
RYR8025, BOEING 737-800 WINGLETS,2018-04-16,11:35,MURCIA-SAN JAVIER,MJV,1,Salida prevista a las 11:35,11,28,Nubes altas,,,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-16 11:35:00,,
BAW469, AIRBUS A320,2018-04-15,19:35,BILBAO,BIO,O,Salida prevista a las 19:35,10,19,Lluvia débil,,6,,-,LONDRES / HEATHROW,LHR,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-15 19:35:00,,
RYR6391, BOEING 737-800 WINGLETS,2018-04-15,20:05,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 20:05,9,24,Nubosidad variable,,5,,-,DUSSELDORF /WEEZE,NRN,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-15 20:05:00,,
VLG8251, 32A,2018-04-15,19:15,ALICANTE-ELCHE,ALC,N,Salida prevista a las 19:10,12,25,Nubes altas,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-15 19:15:00,,
EWG9539, AIRBUS A320,2018-04-15,18:40,VALENCIA,VLC,1,El vuelo ha despegado a las 18:35,11,26,Despejado,,,,-,DUSSELDORF,DUS,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-15 18:40:00,,
EZY1816, AIRBUS A320,2018-04-16,10:35,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 10:35,6,21,Despejado,,,,-,MANCHESTER,MAN,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-16 10:35:00,,
IBE8905, BOMBARDIER CRJ-1000,2018-04-15,18:50,IBIZA,IBZ,1,Salida prevista a las 18:59,12,20,Despejado,,5,,-,ALICANTE-ELCHE,ALC,-,-,,,-,-,,2018-04-15 18:48:32,2018-04-15 18:50:00,,
RYR9241, BOEING 737-800 WINGLETS,2018-04-16,08:50,GIRONA - COSTA BRAVA,GRO,1,Salida prevista a las 08:50,9,24,Nubosidad variable,,5,,-,PISA / GALILEO GALILEI,PSA,-,-,,,-,-,,2018-04-15 18:48:31,2018-04-16 08:50:00,,
RYR4130, BOEING 737-800 WINGLETS,2018-04-15,19:10,ALICANTE-ELCHE,ALC,N,Salida prevista a las 19:10,12,25,Nubes altas,,,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 18:48:31,2018-04-15 19:10:00,,
RYR1925, BOEING 737-800 WINGLETS,2018-04-16,11:10,MURCIA-SAN JAVIER,MJV,1,Salida prevista a las 11:10,11,28,Nubes altas,,,,-,EAST MIDLANDS,EMA,-,-,,,-,-,,2018-04-15 18:48:31,2018-04-16 11:10:00,,
RYR9833, BOEING 737-800 WINGLETS,2018-04-15,17:20,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 17:14,11,21,Despejado,,,,-,FRANKFURT /HAHN,HHN,-,-,,,-,-,,2018-04-15 18:48:31,2018-04-15 17:20:00,,
GMI3415, BOEING 737-700,2018-04-15,16:50,TENERIFE SUR,TFS,T,El vuelo ha despegado a las 16:58,17,23,Despejado,,19,,-,DRESDEN,DRS,-,-,,,-,-,,2018-04-15 18:48:31,2018-04-15 16:50:00,,
RYR4448, BOEING 737-800 WINGLETS,2018-04-15,18:30,IBIZA,IBZ,1,El vuelo ha despegado a las 18:26,12,20,Despejado,,12,,-,MARSELLA,MRS,-,-,,,-,-,,2018-04-15 18:48:30,2018-04-15 18:30:00,,
